205,258,30.68,-115.97,27.694,-114.9,0
205,837,30.68,-115.97,30.509,-115.92,0
205,862,30.68,-115.97,31.065,-116.21,0
205,939,30.68,-115.97,31.404,-115.73,0
205,978,30.68,-115.97,30.471,-115.92,0
205,1269,30.68,-115.97,30.703,-116,0
205,1379,30.68,-115.97,31.688,-114.5,0
205,1584,30.68,-115.97,31.325,-116.25,0
205,1753,30.68,-115.97,30.571,-115.95,0
205,2076,30.68,-115.97,30.766,-116.01,0
205,2578,30.68,-115.97,30.847,-116.06,0
205,2832,30.68,-115.97,30.722,-115.99,0
205,2919,30.68,-115.97,27.968,-114.04,0
205,3076,30.68,-115.97,30.533,-115.94,0
205,3093,30.68,-115.97,31.01,-114.84,0
205,3456,30.68,-115.97,31.342,-113.53,0
258,837,27.694,-114.9,30.509,-115.92,0
258,862,27.694,-114.9,31.065,-116.21,0
258,939,27.694,-114.9,31.404,-115.73,0
258,978,27.694,-114.9,30.471,-115.92,0
258,1269,27.694,-114.9,30.703,-116,0
258,1379,27.694,-114.9,31.688,-114.5,0
258,1584,27.694,-114.9,31.325,-116.25,0
258,1753,27.694,-114.9,30.571,-115.95,0
258,2076,27.694,-114.9,30.766,-116.01,0
258,2578,27.694,-114.9,30.847,-116.06,0
258,2832,27.694,-114.9,30.722,-115.99,0
258,2919,27.694,-114.9,27.968,-114.04,0
258,3076,27.694,-114.9,30.533,-115.94,0
258,3093,27.694,-114.9,31.01,-114.84,0
258,3456,27.694,-114.9,31.342,-113.53,0
837,862,30.509,-115.92,31.065,-116.21,0
837,939,30.509,-115.92,31.404,-115.73,0
837,978,30.509,-115.92,30.471,-115.92,0
837,1269,30.509,-115.92,30.703,-116,0
837,1379,30.509,-115.92,31.688,-114.5,0
837,1584,30.509,-115.92,31.325,-116.25,0
837,1753,30.509,-115.92,30.571,-115.95,0
837,2076,30.509,-115.92,30.766,-116.01,0
837,2578,30.509,-115.92,30.847,-116.06,0
837,2832,30.509,-115.92,30.722,-115.99,0
837,2919,30.509,-115.92,27.968,-114.04,0
837,3076,30.509,-115.92,30.533,-115.94,0
837,3093,30.509,-115.92,31.01,-114.84,0
837,3456,30.509,-115.92,31.342,-113.53,0
862,939,31.065,-116.21,31.404,-115.73,0
862,978,31.065,-116.21,30.471,-115.92,0
862,1269,31.065,-116.21,30.703,-116,0
862,1379,31.065,-116.21,31.688,-114.5,0
862,1584,31.065,-116.21,31.325,-116.25,0
862,1753,31.065,-116.21,30.571,-115.95,0
862,2076,31.065,-116.21,30.766,-116.01,0
862,2578,31.065,-116.21,30.847,-116.06,0
862,2832,31.065,-116.21,30.722,-115.99,0
862,2919,31.065,-116.21,27.968,-114.04,0
862,3076,31.065,-116.21,30.533,-115.94,0
862,3093,31.065,-116.21,31.01,-114.84,0
862,3456,31.065,-116.21,31.342,-113.53,0
939,978,31.404,-115.73,30.471,-115.92,0
939,1269,31.404,-115.73,30.703,-116,0
939,1379,31.404,-115.73,31.688,-114.5,0
939,1584,31.404,-115.73,31.325,-116.25,0
939,1753,31.404,-115.73,30.571,-115.95,0
939,2076,31.404,-115.73,30.766,-116.01,0
939,2578,31.404,-115.73,30.847,-116.06,0
939,2832,31.404,-115.73,30.722,-115.99,0
939,2919,31.404,-115.73,27.968,-114.04,0
939,3076,31.404,-115.73,30.533,-115.94,0
939,3093,31.404,-115.73,31.01,-114.84,0
939,3456,31.404,-115.73,31.342,-113.53,0
978,1269,30.471,-115.92,30.703,-116,0
