0,0,0,0,0,0
10.302,0,0,0,0,0
0.238,0,0,0,0,0
0,0,0,0,0,0
0.0555,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6.874,0,0,0,0,0
6.2305,1.5195,0.064,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.037,0,0,0,0,0
0.148,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0395,0,0,0,0,0
2.057,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.945,0,0,0,0,0
0.005,7.6725,0,0,0,0
1.0445,0,0,0,0,0
0,0,0,0,0,0
0.0735,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.65,0.0695,0,0,0,0
0,0,0,0,0,0
0.2075,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.1775,2.235,0.6045,0,0,0
0.148,0,0,0,0,0
4.9605,0,0,0,0,0
0.561,0,0,0,0,0
0,0,0,0,0,0
0,15.199,3.3125,0,6.1445,4.788
0,0,0,0,0,0
0.1795,0,0,0,0,0
0.6225,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.07,2.9095,0,0,0,0
3.58,3.58,6.957,0,0,0
1.912,0,0,0,0,0
7.4195,0,0,0,0,0
0,0,0,0,0,0
2.1295,0,0,0,0,0
3.774,0,0,0,0,0
0.2745,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.627,2.185,0.093,0,0,0
14.667,0,0,0,0,0
0.129,13.029,0.225,0,0,0
0,0,0,0,0,0
0.211,0,0,0,0,0
16.983,0,0,0,0,0
0.218,0,0,0,0,0
0.1395,0,0,0,0,0
8.923,4.3575,0.628,4.4025,2.8555,1.277
1.0055,0,0,0,0,0
0,0,0,0,0,0
0.4465,1.5825,0.0845,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0635,0,0,0,0,0
0.1905,0,0,0,0,0
6.6205,0.038,0.038,0,0,0
6.432,0,0,0,0,0
0,0,0,0,0,0
0.1475,0,0,0,0,0
7.3385,0,0,0,0,0
0.79,0,0,0,0,0
0.227,0,0,0,0,0
0,0,0,0,0,0
5.2495,0,0,0,0,0
0,0,0,0,0,0
3.041,0,0,0,0,0
0,0,0,0,0,0
10.647,0,0,0,0,0
0.286,0,0,0,0,0
0.12,2.678,0.1795,0,0,0
2.517,0,0.352,0,0.352,9.804
2.2415,0,0,0,0,0
0,0,0,0,0,0
0.2955,0,0,0,0,0
0,0,0,0,0,0
0.5865,0,0,0,0,0
1.0835,0,0,0,0,0
4.987,0.0525,0.0525,0,0,0
0,0,0,0,0,0
0.9255,0.77,0.0175,0,0,0
2.365,0,0,0,0,0
0,0,0,0,0,0
0,0.312,2.442,0,0,0
5.807,0,0,0,0,0
0.4475,3.311,0.406,0,0,0
0.14,0.257,0.4905,0,0,0
6.0395,5.47,5.8025,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2.2345,0.722,0.6125,2.399,0.496
0.908,1.144,2.4935,2.819,2.3185,4.856
2.5625,0,0,0,0,0
3.519,3.519,0.8575,42.302,0.9245,0.9245
2.1775,0,1.502,0,0,0
