1.4335,0,0,0,0,0
3.999,0,0,0,0,0
0,0,0,0,0,0
2.5975,0,0,0,0,0
0,0,0,0,0,0
0.5575,0,0,0,0,0
0.431,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.693,7.228,3.971,0,0,0
1.76,0,0,0,0,0
0,0,0,0,0,0
1.328,0.768,7.719,0,0,0
5.82,0,0,0,0,0
0.6665,0,0,0,0,0
4.124,0,0,0,0,0
6.9135,0.8755,9.712,5.8645,0,1.519
0,0,0,0,0,0
0.7985,0,0,0,0,0
0,0,0,0,0,0
0.2365,0.2365,4.1385,0,0,0
0.324,0,0,0,0,0
0,0,0,0,0,0
2.003,0,0,0,0,0
0,0,0,0,0,0
0.1035,0,13.965,0,0,0
0,0,0,0,0,0
2.835,0,8.2165,1.779,0.1295,0.381
4.7395,0,0.459,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6.3705,2.6975,5.924,0,0,0
0,0,0,0,0,0
0.2535,12.77,0.2545,0,0,0
0.842,0,0,0,0,0
0,6.3085,10.562,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.555,0,0,0,0,0
0,0,0,0,0,0
0.6625,0.118,8.9,0,0,0
0.0165,0,0,0,0,0
0.164,0,0,0,0,0
0,0,0,0,0,0
0.621,0.597,1.0395,0,0,0
0,0,0,0,0,0
0.445,0,0,0,0,0
0,0,0,0,0,0
0.429,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.2585,0,0,0,0,0
0.427,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.665,0,0,0,0,0
2.9255,1.585,0.2335,0,0,0
1.5565,1.715,1.0005,2.8165,0.822,1.4725
5.428,0.943,0.943,0,0,0
