0,0,0,0,0,0
1.04,0,0,0,0,0
0.2415,0,0,0,0,0
0.5,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.287,0,0,0,0,0
3.5527e-15,0,0,0,0,0
0,0,0,0,0,0
2.9305,2.9305,3.026,0,0,0
6.6065,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.028,0,0,0,0,0
2.6065,0,0,0,0,0
0,0,0,0,0,0
0.036,4.401,0.036,0,0,0
2.9095,0,0,0,0,0
0.7135,0,0,0,0,0
0,0,0,0,0,0
0.8585,0.7335,0.6905,0.0005,2.161,0
0,0,0,0,0,0
9.697,1.488,1.488,0,0,0
7.7525,0.0455,0,0,0,0
0.084,0,0.0835,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12.041,0.1155,0,0,0,0
0,0,0,0,0,0
2.264,0.18,5.2245,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.249,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
16.544,2.064,2.064,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.313,0.396,0,13.151,0.337,0.4445
0,0,0,0,0,0
0.0805,0,0,0,0,0
5.319,0,0,0,0,0
0,0,0,0,0,0
0.534,1.025,0.534,0,0,0
1.33,0,0,0,0,0
0.224,0,0,0,0,0
0,0,0,0,0,0
2.455,0,0,0,0,0
7.081,0,0,0,0,0
7.5965,0,0,0,0,0
9.397,0.188,5.7155,0,0,0
0.0685,0,0,0,0,0
1.7764e-15,0,0,0,0,0
0.0475,0,0,0,0,0
0,0,0,0,0,0
0.2895,0,0,0,0,0
0.591,0.027,10.44,0.808,0,0
0.714,0.2995,0.3025,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.337,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.458,0.1045,0.3305,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.2565,0.1745,0.54,0,0,0
1.3205,0,0,0,0,0
0,0,0,0,0,0
0.704,0,0,0,0,0
0,0,0,0,0,0
2.5275,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7.236,0,0,0,0,0
16.059,2.0955,0.5775,0.5975,4.773,0.7665
0.084,5.5735,0.1,0,0,0
13.845,0,0,0,0,0
0,0,0,0,0,0
2.123,0,0,0,0,0
1.8495,0,0,0,0,0
0.546,0,0,0,0,0
0.483,1.0235,0,1.518,1.6375,0
0,0,0,0,0,0
0,0,0,0,0,0
3.2095,0,0,0,0,0
2.3815,0.5175,0.382,0,0.382,0.382
2.716,0.8045,0.632,0.1235,0.4865,6.6235
