0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10.418,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6.235,12.758,4.155,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.3255,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4.662,0,0,0,0,0,0,0,0,0
0.931,0.6235,0.848,1.239,0.631,0,0,0,3.5527e-15,3.672
2.2285,0.026,0.215,0,0,0,0,0,0,0
3.97,0,0,0,0,0,0,0,0,0
0.9775,0.127,0.9235,0,0,0,0,0,0,0
0.9235,6.33,0.3725,0,0,0,0,0,0,0
0.2195,20.326,1.3475,0,0,0,0,0,0,0
0.426,1.7615,0,0,0,0,0,0,0,0
1.3365,0,0,0,0,0,0,0,0,0
