0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9.533,0,0,0,0,0
9.7075,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.007,0,0,0,0,0
0.0445,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.037,0.889,0.21,0,0,0
0,0,0,0,0,0
22.359,1.709,10.24,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.12,0.429,0.12,0,0,0
0,0,0,0,0,0
0.0755,0,0,0,0,0
0.3325,0.451,0.344,0,0,0
0.4,0.129,2.5625,0.9625,1.52,0.458
0,0,0,0,0,0
0,0,0,0,0,0
1.475,0.053,0.0525,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5.8175,3.041,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.88,0,0,0,0,0
0.611,0,0,0,0,0
0.4005,0,0,0,0,0
3.2285,0.3825,0.383,0,0,0
0,0,0,0,0,0
3.569,0,0,0,0,0
0.4305,0,15.974,0,0,0
0,0,0,0,0,0
5.3065,0.3375,5.1715,0.3375,13.771,0.237
6.0845,0.3195,6.085,0.3195,7.961,0.3175
