0.2785,0,0,0,0,0
0.239,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.433,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.903,0,0,0,0,0
0.7855,0.7385,1.5045,0,0,0
0.643,0,0,0,0,0
0.8635,0,0,0,0,0
0.354,0,0,0,0,0
0.2215,0,1.127,0,0,0
0.138,0,0,0,0,0
3.7655,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.572,0,0,0,0,0
0.937,0,0,0,0,0
1.1235,0,0,0,0,0
0.1105,7.172,0.0505,0,0,0
0.54,0,0,0,0,0
2.034,0,0,0,0,0
0,0,0,0,0,0
2.423,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13.749,0,0,0,0,0
0.1315,0,0,0,0,0
0.456,16.588,0,0,0,0
0,0,0,0,0,0
1.0095,0,0,1.448,1.448,11.61
0,0,0,0,0,0
0.4555,0,0,0,0,0
1.4365,0.6785,0.6785,0,0,0
0,0,0,0,0,0
0.302,0,0,0,0,0
0.5865,0,0,0,0,0
0,0,0,0,0,0
0.748,5.518,0,0.72,8.4245,0.1355
0.5455,0,0,0,0,0
1.992,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.3095,3.644,0.9545,0.0935,1.4775,4.1115
