0.4305,1.523,2.182,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.178,0,0,0,0,0,0,0,0,0
0.0995,0,0,0,0,0,0,0,0,0
6.7375,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.296,2.099,0.429,0,2.323,2.034,0,0,0,0
0.1605,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.313,0,0,0,0,0,0,0,0,0
0.2755,4.021,0.275,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.4815,0.481,0.492,0,0,0,0,0,0,0
1.785,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.217,1.5835,1.6185,5.6365,0,0,0,0,0,0
1.34,0.87,0,0,0,0,0,0,0,0
0.4145,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.119,0.119,1.178,0,0,0,0,0,0,0
0.212,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.422,0,0,0,0,0,0,0,0,0
0.0335,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.7965,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7.276,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.11,0,2.8725,0,0,0,0,0,0,0
1.676,3.139,1.504,0,0,0,0,0,0,0
2.325,0.4805,0.6645,0,0,0,0,0,0,0
0.7515,3.4705,1.1385,0,0,0,0,0,0,0
3.394,0.5625,0.5625,0,0,0,0,0,0,0
0.188,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6.0755,3.317,9.3065,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.093,0.9535,1.3515,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.297,0,0,0,0,0,0,0,0,0
6.587,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
5.148,0,0,0,0,0,0,0,0,0
0.2945,0,0,0,0,0,0,0,0,0
0.272,0,0,0,0,0,0,0,0,0
11.762,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.286,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.641,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.4925,0,0,0,0,0,0,0,0,0
2.1775,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
5.4805,3.409,7.32,0.2365,10.518,0.232,0,0,0,0
2.5935,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.354,0,0,0,0,0,0,0,0,0
0.293,0,0,0,0,0,0,0,0,0
0.387,0,0,0,0,0,0,0,0,0
10.553,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.3715,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.571,0,0,0,0,0,0,0,0,0
1.3265,0,0,0,0,0,0,0,0,0
0.6965,0,0,0,0,0,0,0,0,0
2.7085,0,0,0,0,0,0,0,0,0
2.138,1.117,0.178,0,0.1435,0,1.4315,0.9895,0.284,1.4765
0,0,0,0,0,0,0,0,0,0
