0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
9.1895,2.8985,2.6515,2.898,2.651,5.3575,0,0,0,0
6.007,0,0,0,0,0,0,0,0,0
0,0.7735,1.0925,0,0,0,0,0,0,0
17.027,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4.477,2.2955,2.863,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.652,0.05,0.6665,0.652,0,0,4.261,0.0505,0.0505,4.153
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1455,0,0,0,0,0,0,0,0,0
1.798,0.102,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.3995,0,0,0,0,0,0,0,0,0
3.1265,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.9935,0.0895,2.1445,0,0,0,0,0,0,0
1.6715,0.1235,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.828,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.202,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3.201,3.816,2.4895,0,0,0,0,0,0,0
0.672,0,0,0,0,0,0,0,0,0
13.136,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0755,0,3.175,2.254,2.3615,2.5785,0,0,0,0
4.665,17.275,4.632,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.43,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.9615,0,0,0,0,0,0,0,0,0
0.282,0,1.201,0,0,0,0,0,0,0
0.6005,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4.727,0,0,0,0,0,0,0,0,0
