0,0,0,0,0,0
0,0,0,0,0,0
4.134,0.279,0,0,0,0
6.917,0,0,0,0,0
6.293,4.213,0.793,0,0,0
0.641,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4.5465,0.48,3.784,0,0,0
5.82,0,0,0,0,0
6.421,0.168,0.3495,0,0,0
0,0,0,0,0,0
2.3285,0.948,0.404,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.6375,0,0.336,0,0,0
0,0,0,0,0,0
0.1115,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.9245,0,0,0,0,0
2.117,0,0,0,0,0
0.1895,0,0,0,0,0
0.247,0,0.134,0,0,0
0.538,0,0,0,0,0
0.1835,1.837,5.474,0,0,0
0.4175,1.0955,0.911,0,0,0
0.738,4.513,8.0155,0,0,0
0,0,0,0,0,0
0.76,0,0,0,0,0
0.241,0,0.162,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.6985,0.4875,1.0425,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.9245,0,0,0,0,0
0.083,7.144,8.153,0,0,0
5.4465,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4.835,0,0,0,0,0
0,0,0,0,0,0
1.1755,0,0,0,0,0
0.743,0,0,0,0,0
0.393,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.205,0,0,0,0,0
0.9535,0,0,0,0,0
3.911,1.951,0.749,0,0,0
0.466,0,0,0,0,0
0.103,0,0,0,0,0
0.5005,0,0,0,0,0
0.6405,0,0,0,0,0
2.1865,0,0,0,0,0
0.107,0,0,0,0,0
0.564,0,0,0,0,0
0,0,2.991,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.7585,1.339,0.504,0,0.8005,0
0.906,0,0,0,0,0
0,0,0,0,0,0
10.487,0.1635,0.164,0,0,0
0.682,0.188,0,0,0,0
0.1035,0.307,1.364,0,0,0
0.273,0,0,0,0,0
0.2055,0.3465,0.204,0,0,0
1.207,0,0,0,0,0
0,0,0,0,0,0
1.341,0,0,0,0,0
0,0,0,0,0,0
5.24,0,0,0,0,0
0,0,0,0,0,0
0.61,0,0,0,0,0
0.59,0,0,0,0,0
0.2565,0,0,0,0,0
1.8675,1.221,0.689,0,0,0
1.2455,0,0,0,0,0
0.19,14.009,0.1895,0,0,0
0.314,0,0,0,0,0
0.796,0.0685,0.338,0,0,0
1.946,0,0,0,0,0
0,0,0,0,0,0
0.854,0,0,0,0,0
14.388,0.9185,0.827,0.9185,0.827,9.982
2.0025,0,0,0,0,0
0,0,0,0,0,0
0.0005,1.6125,0.7445,0,0,0
1.0575,0,0,0,0,0
0,1.0635,4.5225,0.873,0.023,1.0595
0,0,0,0,0,0
0,0,0,0,0,0
0.2205,0,0,0,0,0
0.0885,0,0,0,0,0
0.855,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.749,0.384,0.404,0,0,0
1.4995,0,0,0,0,0
3.4965,0,0,0,0,0
0,0,0,0,0,0
6.071,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.8235,0,0,0,0,0
3.7605,0,0,0,0,0
0.0875,0,3.863,2.931,0,1.2645
