0,0,0,0,0,0,0,0,0,0
0.121,0,0,0,0,0,0,0,0,0
1.2005,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.094,0.453,1.3345,0,0,0,0,0,0,0
0.1725,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.7655,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.0665,0,0,0,0,0,0,0,0,0
0,0.0425,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1005,0,0,0,0,0,0,0,0,0
0,0,0.774,0.128,0,0,0,0,0,0
0.745,1.697,0.003,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.715,0,0,0,0,0,0,0,0,0
0.0825,0.1285,2.1255,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.6145,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.902,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0015,0.1685,0.115,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.3645,0,0,0,0,0,0,0,0,0
0.315,0.3145,1.183,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.399,0,0,0,0,0,0,0,0,0
0.591,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.2265,0,0,0,0,0,0,0,0,0
0.6665,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.421,0,0,0,0,0,0,0,0,0
0.063,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.615,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.383,0,0,0,0,0,0,0
0.667,0.108,0.5125,0,0,0,0,0,0,0
0.4945,0,0,0,0,0,0,0,0,0
0.2965,0,0,0,0,0,0,0,0,0
0.4945,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.0885,0,0,0,0,0,0,0,0,0
0.47,0.176,2.3995,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.415,0,0,0,0,0,0,0,0,0
1.023,0,0,0,0,0,0,0,0,0
0.479,0.348,1.413,0.688,0.2185,0.5465,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.498,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.7915,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.5755,0,0,0,0,0,0,0,0,0
0.1505,3.1585,4.649,0,0,0,0,0,0,0
6.402,0.038,0.311,0,2.3925,1.4245,0,0,0,0
0.8815,0,0,0,0,0,0,0,0,0
0.2775,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.404,0.7285,0,0,0,0,0,0,0
0.163,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.302,0,0,0,0,0,0,0,0,0
0.817,0,0,0,0,0,0,0,0,0
1.336,0,0,0,0,0,0,0,0,0
2.0055,0,0,0,0,0,0,0,0,0
1.76,0,0,0,0,0,0,0,0,0
1.355,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.0955,0,0,0,0,0,0,0
0.059,0.059,0.9735,1.6245,1.5495,0.6895,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1425,0.636,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.013,0,0,0,0,0,0,0,0,0
1.682,0,0,0,0,0,0,0,0,0
0.268,0,0,0,0,0,0,0,0,0
0.421,0,0,0,0,0,0,0,0,0
0.4745,0,0,0,0,0,0,0,0,0
0.211,0.828,1.04,3.6645,0,1.1805,0,0,0,0
1.103,0,0,0,0,0,0,0,0,0
0,0.8175,1.275,1.43,1.258,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.026,1.998,0,0,0,0,0,0,0,0
0,0.6995,2.3145,0,0,0,0,0,0,0
0.0845,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2.08,0,0,0,0,0,0,0,0,0
1.232,0.344,0.799,0,0,0,0,0,0,0
1.04,0,0,0,0,0,0,0,0,0
0.256,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.173,0,0,0,0,0,0,0,0,0
1.217,0,0.446,0,0,0,0,0,0,0
0.936,1.2625,2.2095,0,0,0,0,0,0,0
3.758,0,4.7995,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.3455,0,0,0,0,0,0,0,0,0
0.045,0,0,0,0,0,0,0,0,0
0.103,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.7175,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.064,0,0,0,0,0,0,0,0,0
0.2195,0,0,0,0,0,0,0,0,0
0.341,0.763,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,2.863,3.2285,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
