0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.627,0.4865,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0.001,1.153,0,0,0,0,0,0,0,0,0,0,0,0
0.0415,0,1.772,0,0,0,0,0,0,0,0,0,0,0,0
1.4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.645,0.5085,8.6475,0.544,2.602,0.1215,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1625,0.015,0.123,0.2205,0.46,0.7525,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6995,0,0.0975,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.199,0.389,2.5755,0,0,0,0,0,0,0,0,0,0,0,0
1.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3285,0.3415,0.512,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,0,0.032,0,0,0.0005,0,0,0,0,0,0,0,0,0
0.7745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.851,3.0385,0,0,0,0,0,0,0,0,0,0,0,0,0
0.988,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.183,0.512,0.078,0.685,0.183,0,0,0,0,0,0,0,0,0
3.129,0.1225,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.8585,0.3815,0,0,0,0,0,0,0,0,0,0,0,0
4.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.297,0.4515,0.5415,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977,0.977,3.1475,0,0,0,0,0,0,0,0,0,0,0,0
1.4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5425,0,0.506,0,0,0,0,0,0,0,0,0,0,0,0
0.264,0.603,0.0995,0,0,0,0,0,0,0,0,0,0,0,0
0.066,0.962,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.111,0.0205,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1465,1.628,1.5645,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0
0.1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.199,0.2475,0,0,0,0,0,0,0,0,0,0,0,0
0.2605,0.8225,2.4985,1.528,1.153,0,0,0,0,0,0,0,0,0,0
0.137,0.3635,0.4865,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.286,1.0995,0.575,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.291,0.8855,0.866,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6415,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.826,0,0.589,1.484,0.344,0.464,0.107,0.1,0,2.397,0.589,0,1.423,0
