0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5.286,0,0,0,0
0,0,0,0,0,0
0.0395,0.2745,0.327,0,0,0
0,0,0,0,0,0
0.25,0,0,0,0,0
0,0,0,0,0,0
2.281,0,0,0,0,0
0.798,0.4075,0.4045,2.8865,1.0385,2.0925
1.9385,0,0,0,0,0
2.9125,2.9125,4.5225,0,0,0
0,0,0,0,0,0
0.102,0,0,0,0,0
7.8395,0,0,0,0,0
2.5255,0,0,0,0,0
0.053,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.23,0.413,0.5725,0,0,0
0,0,0,0,0,0
0.216,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4.199,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.216,0,0,0,0,0
2.51,1.197,0.438,0,0,0
2.4415,0,0,0,0,0
0,0.7685,0,0,0,0
0,0,0,0,0,0
0.039,0,0,0,0,0
0,4.04,0,0,0,0
0,0,0,0,0,0
2.1,0,0,0,0,0
0.862,0,0,0,0,0
0.802,0,0,0,0,0
0.0005,0,0,0,0,0
2.866,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8.293,3.873,0,0,0,0
4.6475,0,0,0,0,0
0.367,0,0,0,0,0
1.0535,0.3895,1.834,0,0,0
0,0,0,0,0,0
0.3095,0,0,0,0,0
0.067,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.4425,0,0,0,0,0
2.124,0,1.1515,0,0,0
0,0,0,0,0,0
5.731,0,0,0,0,0
0.5465,7.126,0.893,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.2235,0,0,0,0,0
0.4235,1.6045,0.237,0.428,3.0455,0.0745
6.617,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.1575,0.3255,0.326,0,0,0
2.478,3.4845,1.0945,0,0,0
0,0,0,0,0,0
2.133,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.042,0,0,0,0,0
0.1,2.4765,2.7825,4.0385,10.904,0
0,0,0,0,0,0
0.9005,0,0,0,0,0
0,4.96,1.096,0,0,0
1.309,1.904,5.598,0,0,0
2.4295,3.792,0.2075,0,0,1.8835
