0,0,0,0,0,0
0.7155,1.1885,0.6095,0,0,0
7.912,0,0,0,0,0
1.255,1.255,2.0385,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.575,0,0,0,0,0
0.088,0,0,0,0,0
0.4655,0.4655,0.465,1.1925,1.192,0
0.4685,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.461,0,0,0,0,0
0.146,0,0,0,0,0
1.543,0,0,0,0,0
0,0.728,0.829,0,0.3475,0
0.6365,0,0,0,0,0
0,0,0,0,0,0
7.0255,0,0,0,0,0
0,0,0,0,0,0
0.077,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.328,1.068,1.433,0,0,0
0.164,0.241,0.047,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.4095,0,0,0,0,0
0.383,0,0,0,0,0
0,0,0,0,0,0
1.5245,0,0,0,0,0
0,1.1175,0.6265,0.21,2.301,0
0,0,0,0,0,0
0.197,0,0,0,0,0
0,0,0,0,0,0
1.3635,0,0,0,0,0
0.4705,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.778,0,0,0,0,0
0,0,0,0,0,0
1.066,0,0,0,0,0
0.355,0,0,0,0,0
0,0,0,0,0,0
5.551,2.46,0,0,0,0
0,0,0,0,0,0
1.1015,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.3595,0,0,0,0,0
0.076,1.585,0,0,0,0
2.1395,0,0,0,0,0
0,0,0.709,0,0,0
0.4885,0.4575,0.25,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.3965,0,0,0,0,0
2.987,0.31,0.3105,0,0,0
0,0,0,0,0,0
1.9625,0.2555,2.903,0.711,1.512,0.884
0.2375,0,0,0,0,0
