0,0,0,0,0,0,0,0,0,0
1.6135,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3.027,0,0,0,0,0,0,0,0,0
1.015,0,0,0,0,0,0,0,0,0
0.583,1.941,0,1.4245,0.597,0.6845,1.7755,1.5345,1.4415,1.1195
0,0,3.025,0,0,0,0,0,0,0
1.2865,0,0,0,0,0,0,0,0,0
0.4785,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1.0825,0.341,0,0,0,0,0,0,0
0.119,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.0765,0,0,0,0,0,0,0,0,0
1.2635,0,0,0,0,0,0,0,0,0
0,0,0.841,0,0,0,0,0,0,0
0.417,3.338,5.5085,0,0,0,0,0,0,0
0.195,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.709,0,0,0,0,0,0,0,0,0
0.2105,0,0,0,0,0,0,0,0,0
0.6245,0,0,0,0,0,0,0,0,0
1.0315,3.4005,0.7915,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.6305,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.6385,0,0,0,0,0,0,0,0,0
2.728,0,0,0,0,0,0,0,0,0
0.4635,0,0,0,0,0,0,0,0,0
0.1855,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7.7945,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7.9235,8.776,0,0,0,0,0,0,0,0
1.998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.5235,0.646,0.491,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.5555,0,0.9875,0,0,0,0,0,0,0
0.0805,2.5405,0.08,0,0,0,0,0,0,0
0.7015,0,0,0,0,0,0,0,0,0
0.4415,0.53,0.53,0,0,0,0,0,0,0
3.696,0.3,0,0,0,0,0,0,0,0
3.9825,0,0,0,0,0,0,0,0,0
1.537,0,0,0,0,0,0,0,0,0
0.876,0,0,0,0,0,0,0,0,0
0.5055,0,0,0,0,0,0,0,0,0
2.0075,0.557,1.93,4.7285,6.101,6.1265,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.491,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4.515,0,0,0,0,0,0,0,0,0
1.1045,0,0,0,0,0,0,0,0,0
0.204,0.16,0.1605,0,0,0,0,0,0,0
1.442,0,0,0,0,0,0,0,0,0
0.7045,3.601,2.4705,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3.7205,0,0,0,0,0,0,0,0,0
6.721,2.442,1.646,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.1855,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.8125,1.4475,3.489,1.465,0.4145,0,0,0,0,0
1.5175,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
22.355,1.224,3.594,0,0,2.919,0,0,0,0
5.956,1.0895,0,0,0,0,0,0,0,0
