0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9.6865,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.5655,0,0,0,0,0
0.564,0,0,0,0,0
2.065,0,0,0,0,0
1.379,1.192,1.379,0,9.1415,0.657
0.6385,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.439,0,0,0,0,0
0.2685,0,0,0,0,0
0,0,0,0,0,0
0.4295,0,0,0,0,0
3.8865,7.5975,13.79,0.4425,7.6575,0
0,0,0,0,0,0
0.81,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.722,0,0,0,0,0
0,0,0,0,0,0
2.162,0,0.4605,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.6205,0,0,0,0,0
0,0,0,0,0,0
0.9245,0,0,0,0,0
0,0,0,0,0,0
2.2935,0,0,0,0,0
0.4465,0,0,0,0,0
0,0,0,0,0,0
0.1345,0,0,0,0,0
0.3445,0,0,0,0,0
14.61,0.004,0.004,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4.887,2.5415,2.541,0,0,0
0,0,0,0,0,0
0.303,0,0,0,0,0
0,0,0,0,0,0
0.714,0,0,0,0,0
0,0,0,0,0,0
0,0.2915,5.6725,0,0,0
0.649,1.238,0,0,0,0
0,0,0,0,0,0
1.7475,0.7075,0,0,0,0
0,0,0,0,0,0
5.1345,0.3335,0.3335,0,0,0
1.6275,0,0,0,0,0
1.5385,2.004,0.4885,0,0,0
25.22,1.0445,30.226,0.9825,5.857,1.631
1.898,0,0,0,0,0
