0.702,0,0,0,0,0
0,0,0,0,0,0
0.2355,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.2355,0,0,0,0,0
0,0,0,0,0,0
0.0815,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.4225,0,0,0,0,0
0.1875,1.4955,3.9645,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.585,0,0,0,0,0
0.2365,0,0,0,0,0
0,0,0,0,0,0
0.237,0,0,0,0,0
0,0,0,0,0,0
2.0615,0,0,0,0,0
2.0335,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.7555,0,0,0,0,0
1.384,0,0,0,0,0
0,0,0,0,0,0
0.174,0.7465,2.0885,0,0,0
0.3045,0,0,0,0,0
0.4605,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.491,0.7295,0.7295,0,0,0
0.221,0,0,0,0,0
1.491,0,0,0,0,0
0.048,3.393,5.637,0,0,0
0.6185,0,0,0,0,0
2.4145,0,1.05,0,0,0
0.222,0,0,0,0,0
0,2.6675,3.5585,0,0,0
0.54,0,0,0,0,0
1.2635,0,0,0,0,0
0,0,0,0,0,0
1.413,1.2565,1.1685,0,0,0
0.339,0,0,0,0,0
0,0,0,0,0,0
3.0195,4.831,0.7125,1.149,0.7125,0.252
0,0,0,0,0,0
1.0255,0,0,0,0,0
