11,2809,44,38.354,18.125
17,2452,44,3.646,2.829
179,93,44,14.381,6.2691
256,1194,44,5.72,2.244
262,2763,44,1.089,1.0266
361,677,44,8.835,6.4158
495,3016,44,6.96,5.2453
501,1858,44,12.623,7.4501
629,1986,44,13.549,11.238
710,2361,44,5.559,4.9714
863,94,44,9.631,7.2561
953,2946,44,14.591,11.379
1234,3071,44,39.466,16.501
1357,3125,44,32.014,22.013
1374,2652,44,37.295,20.616
1400,2047,44,6.378,4.0201
1637,3469,44,6.598,3.8832
1672,2626,44,1.736,1.174
1724,2190,44,26.698,21.405
1728,2973,44,6.001,2.7879
1731,2652,44,14.459,11.166
1742,78,44,14.158,10.177
1773,3643,44,16.984,11.324
1798,3187,44,10.388,5.2879
1913,1843,44,7.144,6.0501
1951,2211,44,10.735,7.4328
2103,1665,44,3.479,1.6864
2518,277,44,8.086,6.2453
2558,2626,44,6.731,2.0863
2590,2211,44,6.166,3.4939
2646,3187,44,3.667,2.3693
2859,3327,44,2.728,2.2189
2890,3167,44,5.848,3.0238
3075,3117,44,3.096,1.8816
3213,3291,44,3.093,1.6298
3283,3620,44,8.267,4.9964
3323,3605,44,5.769,3.8932
3326,2055,44,3.763,2.1102
3377,277,44,17.973,10.221
3510,2719,44,2.573,1.609
3513,2863,44,23.449,13.611
