47,2393,39,3.096,2.574
76,3266,39,13.911,8.2551
96,1300,39,6.097,4.1859
105,1300,39,15.222,10.705
135,1826,39,9.513,7.4582
218,1685,39,9.371,3.4042
564,3622,39,10.804,7.9229
696,1917,39,6.337,5.5577
715,1470,39,11.308,7.0908
1071,437,39,29.646,12.006
1097,3453,39,14.242,4.7369
1148,1884,39,3.607,1.5663
1152,844,39,6.507,4.251
1381,2440,39,7.47,5.1628
1491,3622,39,11.459,6.8269
1750,958,39,5.362,3.0763
1794,114,39,26.133,17.634
2135,2131,39,1.414,0.98743
2147,398,39,10.644,4.8027
2240,468,39,14.356,7.3104
2299,1470,39,26.697,17.245
2316,2601,39,9.906,7.715
2580,398,39,2.481,1.3136
2730,648,39,10.825,7.9092
2989,3147,39,13.368,9.9541
3005,1866,39,20.505,12.913
3008,3582,39,13.151,7.7477
3086,2994,39,28.144,20.014
3329,579,39,11.883,7.8536
