67,1883,26,3.306,1.8936
134,3363,26,12.089,7.277
215,2166,26,4.448,2.9925
339,2712,26,1.39,0.92829
415,3340,26,4.969,3.8177
475,1883,26,1.584,0.8406
669,2665,26,14.312,7.796
1025,1520,26,1.186,0.78393
1168,3131,26,2.954,1.8794
1176,3340,26,5.192,3.7174
1257,175,26,5.398,4.0399
1258,2375,26,2.818,1.8515
1305,3063,26,24.618,14.541
1436,2704,26,2.628,2.1346
2000,2924,26,2.894,1.6605
2209,3063,26,3.82,2.9455
2253,395,26,2.859,1.4654
2291,2914,26,1.438,0.82546
2529,1762,26,1.194,0.61578
2539,1569,26,3.11,1.8424
2545,427,26,0.935,0.73977
2553,2085,26,13.271,8.2517
2606,3302,26,5.296,3.9736
2676,3261,26,5.336,3.1097
2776,2857,26,10.348,4.9578
2783,2825,26,2.929,2.0678
2802,3092,26,2.355,1.7108
2886,2759,26,3.613,1.5076
2927,3092,26,3.351,2.3657
3047,2966,26,3.415,2.468
3176,3009,26,5.527,3.7058
3204,3525,26,6.615,5.0845
3324,3619,26,9.477,5.3712
3354,172,26,13.873,8.2802
3356,427,26,2.926,1.4467
3379,2878,26,3.48,2.2014
3574,3625,26,12.245,8.6164
3591,3419,26,7.189,4.6306
3597,3559,26,7.566,5.1484
3598,3617,26,7.387,5.5182
3609,3602,26,5.591,3.4197
3624,3561,26,5.049,3.5308
3637,3603,26,11.562,7.4775
3641,870,26,4.584,2.7026
