291,1949,41,5.175,3.3949
461,1527,41,9.22,3.8514
552,3424,41,23.076,15.371
734,3335,41,12.004,8.0119
875,1545,41,8.021,6.1388
1052,1364,41,43.598,22.32
1095,360,41,82.132,35.946
1114,2091,41,28.945,12.181
1141,2177,41,17.103,9.6614
1142,2950,41,38.039,20.537
1164,466,41,24.484,7.9066
1391,643,41,16.383,3.9459
1572,2138,41,13.153,9.9907
1654,3249,41,22.772,11.254
1840,111,41,3.234,2.5264
2152,1308,41,18.069,14.492
2154,1063,41,5.264,3.8897
2329,830,41,40.081,18.615
2360,2219,41,20.356,11.834
2782,3563,41,36.762,20.004
2841,2336,41,12.263,8.0927
2856,1648,41,16.516,10.299
3038,432,41,17.57,13.253
3629,111,41,8.001,4.0124
