8,692,13,11.942,5.5398
156,1877,13,25.746,9.5846
301,2686,13,2.37,1.7887
317,137,13,6.79,5.3967
493,1618,13,19.629,7.8095
530,897,13,19.514,10.037
578,1717,13,12.752,8.8044
604,121,13,13.453,5.154
691,2387,13,29.508,21.598
787,2262,13,23.04,5.808
888,1405,13,16.797,10.185
980,1715,13,8.244,5.8995
1021,3046,13,21.077,14.218
1090,2295,13,5.222,4.2971
1130,2441,13,8.48,5.1509
1242,842,13,4.91,2.5878
1271,1733,13,7.557,4.0176
1310,842,13,5.593,2.9476
1342,3392,13,15.434,10.146
1367,482,13,47.603,23.823
1607,3369,13,37.935,30.034
1705,842,13,10.024,5.3615
1716,2262,13,42.68,13.784
2159,3554,13,40.817,25.663
2320,1662,13,49.111,28.713
2338,2226,13,33.412,15.208
2365,2287,13,44.294,15.212
2472,137,13,19.382,13.904
2523,1706,13,2.19,1.7989
2617,2505,13,11.475,9.3092
2653,764,13,43.898,25.704
2795,3383,13,11.752,5.6356
2888,1405,13,28.959,10.954
2969,1709,13,16.472,8.6546
3420,510,13,9.547,1.7158
