46,348,27,51.035,32.701
155,2140,27,2.009,1.1716
157,2826,27,2.473,1.2633
198,1122,27,6.437,3.0253
248,2781,27,4.759,2.0869
330,767,27,2.073,1.2417
388,1415,27,5.497,3.5273
488,1283,27,4.772,3.017
543,2879,27,1.497,1.1103
583,1292,27,5.336,0.80659
585,542,27,2.061,1.1154
590,1934,27,35.259,10.273
702,2584,27,2.229,1.0093
766,1068,27,7.854,2.9579
782,2621,27,3.345,2.5715
832,1183,27,6.45,2.939
850,409,27,1.194,0.55409
883,1344,27,1.755,0.83129
998,2961,27,3.513,2.1031
1008,1523,27,1.933,1.6079
1073,2023,27,6.603,4.2547
1087,1622,27,7.924,6.1207
1111,236,27,11.489,6.9459
1199,3466,27,3.63,2.4332
1230,3367,27,2.073,1.1653
1238,876,27,3.057,1.5307
1287,1682,27,2.646,1.938
1416,779,27,2.339,1.3671
1425,14,27,14.165,10.547
1599,2560,27,2.401,1.5828
1633,2265,27,3.618,1.9263
1678,1704,27,42.36,24.514
1732,2307,27,1.364,1.151
1787,992,27,3.183,2.1713
1822,2731,27,3.721,2.2371
1824,2279,27,6.023,2.4113
1893,1201,27,20.333,11.301
1936,1968,27,2.139,1.393
1947,207,27,10.344,7.158
1969,2693,27,3.768,1.9552
1972,60,27,1.816,1.3132
2075,1597,27,2.54,1.2825
2102,1565,27,7.802,5.1603
2155,1344,27,2.237,1.6166
2174,498,27,39.471,18.178
2235,799,27,2.493,1.7175
2318,1990,27,3.413,2.3378
2372,1880,27,4.096,1.6373
2382,1590,27,2.781,1.3887
2438,1344,27,2.005,1.6637
2477,2731,27,3.326,2.5374
2512,229,27,10.084,5.1456
2592,2188,27,2.1,1.3506
2615,119,27,3.928,1.7775
2867,2126,27,3.258,1.4749
2876,892,27,4.03,1.6426
2923,2514,27,3.879,1.7658
3055,2555,27,1.657,1.2256
3080,1266,27,2.212,1.3716
3173,1686,27,3.881,2.6069
3180,2584,27,4.288,2.5851
3216,3557,27,7.311,5.6042
3308,3280,27,4.212,3.0754
3336,1890,27,2.747,1.8951
3479,1496,27,1.176,0.59045
3537,3221,27,5.097,3.1267
