20,1355,23,11.425,8.9656
261,2577,23,4.175,2.3598
387,657,23,15.371,8.0911
435,1267,23,20.88,9.8681
523,1076,23,1.825,1.0718
646,2270,23,3.452,0.74077
671,2656,23,13.172,9.0414
719,341,23,13.287,9.8144
957,3001,23,1.447,1.1829
1160,1719,23,1.296,0.81068
1175,1304,23,7.031,4.4614
1446,717,23,18.597,9.6676
1586,1355,23,10.385,6.9735
1641,1829,23,8.605,6.05
1713,908,23,21.789,10.904
1726,717,23,20.702,6.8454
1771,1267,23,18.002,13.145
1788,202,23,27.99,12.152
1909,341,23,7.144,3.8914
2139,2716,23,16.846,12.23
2164,3607,23,7.184,5.1537
2180,3149,23,2.695,1.2112
2444,320,23,6.642,4.5276
2474,2069,23,8.807,6.5691
2525,1631,23,13.559,8.4979
2546,2577,23,3.575,2.1741
2594,908,23,15.437,10.826
2692,1443,23,21.474,11.647
2887,1941,23,12.464,9.642
2918,2149,23,2.245,1.0728
3138,2413,23,4.247,3.4134
3289,657,23,14.877,9.772
3337,1267,23,13.625,6.0454
3608,1769,23,5.002,3.0484
