184,3426,50,30.873,22.337
225,484,50,3.131,2.0598
296,3576,50,24.748,14.638
351,2284,50,13.934,4.6659
396,2516,50,1.562,0.76357
483,2770,50,39.584,19.048
490,675,50,7.916,4.241
773,1094,50,8.473,6.8017
834,2527,50,1.425,0.63668
1047,45,50,6.081,3.8891
1108,484,50,5.652,3.824
1358,788,50,1.883,1.4509
1376,520,50,10.88,5.9969
1459,3197,50,1.394,1.0018
1696,3036,50,13.732,9.259
1767,1373,50,6.005,3.9579
1831,788,50,3.556,2.4107
1964,1335,50,6.073,5.1926
2184,1040,50,15.987,7.9547
2266,1096,50,33.265,25.563
2335,1328,50,20.438,9.2629
2373,772,50,36.481,23.224
2397,382,50,8.75,4.5913
2510,2873,50,9.208,7.035
2542,2144,50,13.993,9.1457
2614,2991,50,5.483,3.309
2681,2534,50,2.183,1.7554
2860,3373,50,14.136,8.8415
2943,376,50,10.874,7.7389
