86,29,25,17.475,4.8396
128,1233,25,5.691,2.8611
222,3157,25,5.771,4.379
224,1233,25,12.004,4.1302
230,1604,25,9.043,5.0177
264,3256,25,4.308,2.574
270,886,25,17.057,14.182
474,3037,25,1.324,0.95103
537,1955,25,29.841,19.295
545,3370,25,23.504,11.874
563,2129,25,2.72,1.8557
637,2817,25,3.247,2.2847
649,2251,25,18.188,9.6982
839,3562,25,4.941,2.7756
852,825,25,8.591,3.5679
859,954,25,12.831,5.0919
879,3395,25,28.434,12.694
903,1233,25,21.49,8.7182
909,750,25,2.324,1.7434
925,3464,25,23.037,15.85
926,707,25,34.001,14.057
947,480,25,28.695,18.669
1009,1092,25,28.525,10.342
1066,2817,25,1.781,1.4354
1311,1783,25,9.531,6.9606
1354,1549,25,29.038,19.812
1362,1635,25,2.377,1.8664
1484,808,25,18.09,15.41
1531,3562,25,28.166,21.06
1535,1092,25,8.841,3.3436
1600,1502,25,41.161,22.663
1690,2954,25,11.855,7.7074
1805,664,25,2.313,1.8812
1903,3459,25,5.573,4.0785
2120,1458,25,8.523,6.1442
2198,1638,25,3.268,2.5355
2597,3395,25,28.986,14.245
2880,2210,25,7.093,5.3887
2933,1901,25,6.103,2.494
2937,2536,25,3.124,2.3266
3022,2579,25,8.038,3.601
3358,2849,25,8.466,6.3297
3385,808,25,5.137,4.285
3505,2579,25,5.771,3.3009
