138,1823,40,21.152,15.397
219,2853,40,14.622,10.829
285,3472,40,8.195,4.5056
372,3103,40,13.418,8.5743
404,3292,40,16.397,12.769
422,2032,40,11.192,7.9901
568,2476,40,20.556,11.236
647,2728,40,10.483,7.9519
673,464,40,23.058,14.651
678,1475,40,10.688,7.5317
928,1823,40,20.63,15.555
1223,464,40,9.168,6.7975
1254,3103,40,26.549,15.803
1463,3441,40,29.698,18.088
1734,865,40,18.8,10.372
1943,1905,40,9.394,7.4352
2084,1380,40,12.235,9.9032
2204,2764,40,8.737,5.5652
2232,1315,40,3.108,2.0772
2308,3472,40,19.216,13.163
2491,3235,40,1.903,1.3622
2497,1398,40,9.879,6.9689
2672,3235,40,9.702,7.0592
2698,1905,40,11.501,7.4138
2723,853,40,11.759,8.5881
2788,911,40,8.274,5.9576
2893,3503,40,27.204,20.323
2934,3441,40,32.8,26.342
2948,2348,40,28.393,21.443
2967,817,40,11.636,8.4078
3041,3393,40,12.757,8.0067
