143,2498,37,35.501,26.923
220,588,37,13.388,11.185
324,1256,37,33.065,15.255
377,1256,37,19.503,6.8287
934,712,37,10.339,5.2776
1012,2629,37,30.512,20.29
1034,706,37,26.02,17.874
1064,311,37,15.776,7.1598
1562,756,37,4.267,2.6597
1625,2664,37,9.427,6.6748
1689,3531,37,53.623,30.911
2090,1697,37,37.675,19.939
2193,2058,37,3.794,2.4427
2326,712,37,37.869,22.122
2409,2629,37,30.088,18.835
2426,2464,37,13.814,7.5823
2748,3543,37,6.795,4.4861
2889,3298,37,15.196,11.255
3124,756,37,14.69,11.209
3142,1026,37,13.023,8.7949
3288,2417,37,7.393,5.0914
