5,1738,38,2.763,2.3281
15,3527,38,32.805,3.6588
56,731,38,9.291,6.5883
809,3141,38,4.935,3.7426
864,626,38,2.845,1.67
1007,3521,38,16.675,12.593
1181,987,38,31.795,21.534
1241,1274,38,35.639,26.739
1280,2611,38,2.02,0.80744
1294,567,38,51.975,36.403
1386,3527,38,38.947,24.808
1403,1847,38,4.47,3.1807
1407,845,38,55.695,37.393
1782,2461,38,4.403,1.9681
2156,1879,38,5.653,3.6033
2306,721,38,7.446,6.289
2334,3350,38,7.913,5.7635
2479,2737,38,25.079,13.494
2522,761,38,11.806,9.4635
2557,999,38,36.257,26.069
2684,241,38,4.448,3.4919
2688,2903,38,10.435,8.4316
2868,1010,38,20.811,12.594
3064,2611,38,4.356,2.6384
3122,3330,38,6.043,4.7015
3201,241,38,1.283,1.1559
3220,2466,38,31.881,19.094
3229,2556,38,5.876,4.1228
3281,3004,38,17.103,12.423
3425,3527,38,2.902,1.1984
