LOCALIDADES,San Miguel Agua Bendita,Buenavista,San Lorenzo Querndaro,Guarda la Lagunita (Las Canoas),San Jernimo de los Jarros,San Isidro Boxipe,San Jernimo Bonchete,San Antonio Villalongn,San Francisco Curungueo,San Juan Jalpa Centro,Pursima Concepcin Mayorazgo (Mayorazgo),Senguio,Sitio Ejido,Ejido Loma de Malacota (Loma de Malacota),Tzintzingareo,San Felipe los Alzati (Colonia Nueva),Jalpa de los Baos,Tuzantla,Santa Cruz Bombatevi,Barrio San Joaqun la Cabecera,Barrio de San Pedro la Cabecera,San Sebastin Buenos Aires (San Sebastin),La Puerta del Pilar,Barrio San Joaqun el Junco,San Juan,Zacazonapan,Bombatevi Ejido (Ejido Santa Cruz Bombatevi),Manzana de San Luis,Irimbo,San Juan Xoconusco,San Lucas Ocotepec,Cieneguillas de Guadalupe,San Agustn Citlali,Tecoac (Santa Mara Nativitas),San Ildefonso Tultepec (Centro),Santa Ana la Ladera,San Felipe Santiago,San Lorenzo Malacota,San Lorenzo Toxico,San Felipe Santiago,Dolores Hidalgo,San Marcos de la Loma,Mextepec (Ex-Hacienda Mextepec),San Jernimo Ixtapantongo,Tlalpujahua de Rayn,San Antonio de las Huertas,Barrio Cuarto (La Loma),San Agustn de las Palmas (San Agustn),Benito Jurez,Santiago Puriatzcuaro,Emilio Portes Gil,Santiago Coachochitln,Manzana Tercera de Santa Cruz Tepexpan,San Lucas Totolmaloya,Ocampo,Guadalupe Cachi,Villa Victoria,Santa Clara de Jurez,San Juan de las Manzanas,Pueblo Nuevo,Los Reyes,Agostitln,Villa de Acambay de Ruz Castaeda,Santa Mara del Llano,Calvario del Carmen,Contepec,San Pedro del Rosal,San Matas Grande,San Cristbal los Baos,San Felipe del Progreso,San Ildefonso,Pueblo Nuevo,La Magdalena,Santa Ana Ixtlahuaca (Santa Ana Ixtlahuacingo),Tungareo,Mineral de Angangueo,Manzana Cuarta de Santa Cruz Tepexpan,San Antonio Enchisi,San Agustn Mextepec,San Pedro el Alto,Santiago Casandeje,San Bartolo Cuitareo,San Simn de la Laguna,Jungapeo de Jurez,San Juan Coajomulco,San Miguel la Labor,Colorines,El Oro de Hidalgo,San Miguel Tenochtitln,Santiago Acutzilapan,San Nicols Guadalupe,Santa Mara Citendeje,Rincn de Nicols Romero (Cedros Tercera Manzana),Ixtlahuaca de Rayn,San Francisco Tepeolulco,La Concepcin los Baos,Emiliano Zapata (Santo Domingo),San Lorenzo Tlacotepec,Jocotitln,Santo Domingo de Guzmn,Tuxpan,San Pedro los Baos,San Bartolo del Llano,Temascalcingo de Jos Mara Velasco,Atlacomulco de Fabela,Valle de Bravo,Maravato de Ocampo,Ciudad Hidalgo,Herica Zitcuaro, 
Barrio de San Pedro la Cabecera,49.378,82.418,142.5,55.064,43.848,18.756,35.479,198.235,106.597,33.247,39.649,102.573,42.618,17.313,114.065,110.037,25.291,155.768,34.665,1.282,0,34.614,64.505,3.916,81.2,135.909,34.647,92.806,121.67,99.14,32.776,60.032,17.17,30.169,88.788,14.559,11.972,20.022,10.887,69.133,28.228,35.74,48.349,6.716,80.473,36.778,27.011,86.283,125.027,128.61,25.187,57.122,5.497,81.292,120.594,11.178,58.795,32.169,11.097,24.68,19.376,144.776,51.409,8.917,49.458,76.098,30.127,155.229,28.191,43.37,5.147,59.342,70.05,19.196,99.379,84.1,3.34,26.185,24.284,21.011,45.638,151.008,78.974,122.911,45.003,39.211,101.737,60.128,37.471,37.017,41.123,37.449,98.41,2.797,47.654,23.679,7.459,36.611,19.356,6.043,125.05,21.041,3.348,64.484,31.434,83.978,97.695,144.271,98.351, 
San Sebastin Buenos Aires (San Sebastin),69.904,85.842,128.332,71.465,47.272,53.055,59.77,182.85,140.275,50.863,56.05,105.997,76.296,19.145,117.489,143.715,41.055,189.446,38.208,37.642,34.614,0,102.09,39.871,118.785,173.494,38.447,111.665,125.47,136.725,56.741,97.617,54.756,32.162,81.723,48.134,27.089,16.065,48.473,106.718,57.412,69.88,85.934,42.745,84.273,70.918,10.299,123.868,162.612,132.41,49.603,60.922,33.143,74.227,110.414,38.763,96.38,2.767,45.238,11.942,24.306,159.811,44.344,27.701,68.317,79.898,27.654,137.825,46.976,50.373,41.102,52.277,62.985,53.336,103.179,102.959,34.584,32.063,58.425,55.151,52.641,142.075,116.559,160.496,52.006,69.69,139.322,67.131,44.474,22.108,69.236,44.452,135.995,37.892,52.585,39.95,41.034,40.411,25.768,35.457,162.635,37.312,33.223,68.284,35.234,121.563,101.495,135.338,135.936, 
La Puerta del Pilar,35.329,78.325,92.634,43.967,105.712,47.641,38.274,148.369,56.731,49.217,42.893,116.712,24.781,84.419,106.99,60.171,52.327,105.902,96.529,63.626,64.505,102.09,0,67.947,43.175,104.061,98.971,68.086,100.779,53.534,44.126,26.551,62.265,94.493,153.112,48.831,77.476,85.526,63.691,23.527,44.785,22.772,44.975,65.042,62.877,25.951,94.702,41.13,79.42,127.538,44.84,66.859,71.001,145.616,74.987,54.227,6.763,99.86,51.86,92.371,83.701,99.169,115.733,74.422,35.988,80.634,94.451,109.622,55.872,48.352,69.178,123.666,77.971,42.54,102.414,59.38,68.845,90.509,43.937,40.313,59.179,105.401,33.821,77.304,56.025,28.654,64.353,55.113,57.585,101.341,31.211,63.611,52.803,67.472,69.196,53.159,71.906,100.935,83.681,71.496,79.443,85.366,68.853,74.221,95.758,52.13,87.839,98.664,52.744, 
Barrio San Joaqun el Junco,46.256,82.063,141.82,51.942,43.493,15.634,32.357,197.555,105.917,30.416,36.527,102.218,28.158,20.524,113.71,109.357,24.936,155.088,34.31,3.067,3.916,39.871,67.947,0,82.202,136.911,34.882,89.682,121.905,100.142,29.652,61.034,14.668,30.404,89.023,13.2,15.12,23.17,8.074,70.135,25.104,32.616,49.351,3.609,80.708,33.654,30.612,87.285,126.029,128.845,22.063,57.357,8.645,81.527,121.596,9.819,59.797,35.77,7.973,28.281,19.611,145.778,51.644,11.009,46.334,76.333,30.362,156.231,28.426,30.835,2.023,59.577,70.285,16.072,99.614,80.976,7.05,26.42,21.16,17.887,45.873,152.01,79.976,123.913,45.238,36.087,102.739,60.363,37.706,37.252,37.999,37.684,99.412,1.997,47.889,23.914,4.751,36.846,19.591,4.909,126.052,21.276,5.935,64.719,31.669,84.98,97.93,145.273,99.353, 
San Juan,73.836,160.977,103.734,82.474,122.407,62.716,74.651,159.469,67.831,111.806,81.401,127.812,39.856,101.114,118.09,71.271,103.85,117.002,113.224,80.321,81.2,118.785,43.175,82.202,0,72.494,114.091,94.614,109.035,39.5,98.024,39.747,77.385,109.613,168.232,94.02,92.596,100.646,78.811,31.782,107.379,46.199,65.087,80.162,99.978,56.706,109.822,23.985,87.676,135.794,104.338,136.566,86.121,160.736,83.243,90.639,34.62,114.98,90.248,107.491,98.821,107.425,130.853,89.542,73.089,155.542,109.571,117.878,107.635,122.815,84.298,138.786,149.494,86.264,178.823,93.661,83.965,105.629,103.435,92.527,125.083,113.657,9.355,85.56,124.448,65.755,32.103,92.214,116.916,116.461,68.312,116.894,61.059,82.592,127.099,103.124,87.026,116.055,98.801,86.616,87.699,100.486,83.973,143.928,110.878,20.563,132.8,106.92,61, 
Zacazonapan,134.722,215.686,173.757,143.36,177.116,130.205,129.36,229.492,137.854,166.515,141.047,197.835,107.345,155.823,188.113,141.294,158.559,92.216,167.933,135.03,135.909,173.494,104.061,136.911,72.494,0,177.104,155.872,170.293,70.792,161.037,115.307,140.398,172.626,231.245,157.033,155.609,163.659,141.824,93.04,170.392,123.921,128.1,143.175,169.683,132.757,172.835,76.432,90.019,197.052,167.351,199.579,149.134,223.749,144.501,153.652,104.325,177.993,153.261,170.504,161.834,168.683,193.866,152.555,142.794,218.555,172.584,179.136,170.648,185.828,147.311,201.799,212.507,149.277,241.836,154.919,146.978,168.642,166.448,155.54,188.096,174.915,69.636,146.818,187.461,135.46,39.689,161.919,179.929,179.474,138.017,179.907,122.317,145.605,190.112,166.137,150.039,179.068,161.814,149.629,148.957,163.499,146.986,206.941,173.891,64.893,240.152,168.178,122.258, 
Bombatevi Ejido (Ejido Santa Cruz Bombatevi),41.069,51.33,93.82,42.63,8.922,34.178,35.859,148.338,136.941,22.028,27.215,71.485,72.963,37.305,82.977,140.381,32.594,186.112,3.291,34.308,34.647,38.447,98.971,34.882,114.091,177.104,0,77.989,88.738,131.979,23.065,92.871,50.01,7.137,56.769,30.765,46.41,47.211,43.727,101.972,23.736,50.288,81.188,37.999,47.541,39.617,29.537,119.122,157.866,95.678,26.724,24.19,39.935,49.273,76.738,33.37,91.634,38.442,40.491,46.885,27.443,123.079,19.39,33.671,34.641,43.166,12.19,101.093,23.77,16.697,36.356,17.303,35.302,36.746,66.447,69.283,38.34,16.223,26.662,30.633,18.965,105.343,111.813,123.818,18.33,36.014,134.576,33.455,10.798,18.535,35.56,10.776,131.249,33.146,15.098,21.593,36.287,3.838,20.978,30.71,111.024,21.959,35.759,31.552,3.745,116.817,64.763,98.606,131.19, 
Manzana de San Luis,43.828,62.583,40.405,42.117,86.357,74.397,64.017,94.923,31.509,63.621,55.528,47.802,94.945,107.321,44.317,26.54,72.039,90.846,74.714,91.957,92.806,111.665,68.086,89.682,94.614,155.872,77.989,0,38.873,57.568,60.679,95.674,128.843,77.412,134.485,79.518,104.43,116.757,130.269,66.631,66.237,69.398,114.099,92.916,44.804,64.423,99.812,77.507,62.412,75.6,69.225,71.537,97.955,126.989,12.242,84.914,79.629,108.717,82.547,116.431,96.989,64.889,97.106,99.015,53.906,62.854,82.465,57.684,69.991,61.392,87.68,105.039,82.649,77.596,68.923,11.411,96.36,84.492,69.163,73.134,70.379,55.478,87.085,43.024,67.225,56.208,117.617,51.04,68.785,88.81,53.577,74.811,40.342,90.859,71.963,74.551,86.375,78.331,90.524,92.168,33.128,78.206,93.941,78.899,74.294,114.443,60.023,48.741,35.379, 
Irimbo,61.72,47.816,4.814,60.009,87.036,92.289,81.909,59.332,45.931,95.732,73.42,17.597,109.366,124.328,8.962,40.961,119.617,105.267,91.587,121.331,121.67,125.47,100.779,121.905,109.035,170.293,88.738,38.873,0,72.057,75.984,110.163,143.332,92.464,140.271,116.092,131.737,132.538,129.054,81.12,99.085,118.777,128.588,123.326,63.448,122.55,114.864,91.996,76.901,37.44,102.073,70.574,125.262,132.775,24.591,118.697,94.118,123.769,125.818,132.212,112.77,35.054,102.892,118.998,69.211,62.702,97.517,19.524,109.097,92.046,121.683,110.825,81.686,122.073,33.378,27.598,123.667,101.55,102.011,105.982,83.713,17.318,101.574,35.793,86.396,71.513,132.106,57.379,97.474,103.862,68.882,85.085,54.832,118.473,78.008,106.92,121.614,92.323,106.305,116.037,22.999,107.286,121.086,77.936,89.728,128.932,24.478,10.581,49.868, 
San Juan Xoconusco,65.74,119.16,64.863,74.378,140.347,84.981,84.136,120.598,28.96,95.079,73.305,88.941,62.121,119.054,79.219,32.4,121.79,54.997,131.164,98.261,99.14,136.725,53.534,100.142,39.5,70.792,131.979,57.568,72.057,0,93.391,62.829,95.997,128.225,186.844,112.632,111.208,119.258,97.423,25.881,94.05,71.443,81.254,98.774,89.171,75.216,128.434,19.021,30.451,98.793,94.105,155.178,104.733,179.348,46.242,109.251,46.784,133.592,108.86,126.103,117.433,70.423,149.465,108.154,85.253,134.023,128.183,80.877,126.247,97.617,102.91,157.398,168.106,86.729,104.699,56.66,102.577,124.241,93.202,89.578,143.695,76.656,31.41,48.559,105.29,77.919,36.156,104.378,135.528,135.073,80.476,135.506,23.258,101.204,145.711,121.736,105.638,134.667,117.413,105.228,50.697,119.098,102.585,162.54,129.49,52.848,95.799,69.919,22.826, 
San Lucas Ocotepec,21.404,60.024,80.085,22.965,31.433,14.367,10.841,134.603,78.941,8.697,5.446,62.459,35.53,44.771,91.671,73.972,17.271,146.799,19.79,31.927,32.776,56.741,44.126,29.652,98.024,161.037,23.065,60.679,75.984,93.391,0,52.63,37.64,22.468,79.541,19.516,44.428,53.034,37.571,60.369,7.49,28.847,32.929,32.914,42.261,18.176,44.868,77.972,116.263,106.044,9.223,34.162,37.953,72.045,59.409,24.912,47.327,53.773,22.545,52.708,33.266,112.319,42.162,39.013,17.312,53.532,27.521,97.363,15.048,6.448,27.678,50.095,45.275,17.594,76.813,51.954,36.358,29.548,9.161,13.132,15.435,95.157,70.663,90.454,12.281,14.573,101.195,34.497,13.841,33.866,18.231,19.867,89.646,30.857,25.945,19.127,26.373,23.387,30.247,32.166,80.558,22.782,33.939,41.525,19.35,83.669,75.129,88.42,89.587, 
Cieneguillas de Guadalupe,57.212,139.809,102.969,65.85,101.239,43.169,46.39,158.704,67.066,57.333,58.077,127.047,20.309,79.946,117.325,70.506,82.682,116.237,92.056,59.153,60.032,97.617,26.551,61.034,39.747,115.307,92.871,95.674,110.163,62.829,52.63,0,36.521,68.749,127.368,53.156,51.732,59.782,37.947,42.72,52.179,32.058,19.231,39.298,119.053,36.826,68.958,61.266,98.614,167.19,49.138,95.702,45.257,119.872,94.181,49.775,29.678,74.116,49.384,66.627,57.957,118.363,89.989,48.678,54.569,114.678,68.707,128.816,66.771,81.951,43.434,97.922,108.63,40.408,137.959,104.599,43.101,64.765,48.235,46.671,84.219,124.595,53.957,96.498,83.584,44.565,76.72,98.709,76.052,75.597,47.988,76.03,71.997,41.728,86.235,62.26,46.162,75.191,57.937,45.752,98.637,59.622,43.109,103.064,70.014,58.961,136.275,117.858,71.938, 
San Agustn Citlali,49.535,96.948,136.138,59.928,58.378,23.621,40.343,191.873,100.235,38.403,44.513,117.103,20.356,37.085,128.595,103.675,39.821,149.406,49.195,16.292,17.17,54.756,62.265,14.668,77.385,140.398,50.01,128.843,143.332,95.997,37.64,36.521,0,45.901,104.52,23.91,28.884,36.934,7.031,49.07,33.09,25.891,17.724,11.734,96.205,30.115,46.11,66.673,104.964,144.342,30.05,72.854,22.409,97.024,100.531,20.529,36.028,51.268,15.96,43.779,35.109,124.713,67.141,25.83,47.858,91.83,45.859,135.166,43.923,38.821,14.807,75.074,85.782,24.058,115.111,110.949,20.253,41.917,29.147,25.873,47.484,130.945,59.364,102.848,44.33,37.854,89.896,75.861,53.204,52.749,41.277,53.182,78.347,18.88,63.387,39.412,15.262,52.343,35.089,19.295,104.987,36.774,20.261,80.216,47.166,79.217,113.427,124.208,78.288, 
Tecoac (Santa Mara Nativitas),38.137,54.075,96.565,39.698,15.505,31.02,32.927,151.083,132.463,19.096,24.283,74.23,68.485,32.828,85.722,135.903,28.116,181.634,6.441,29.83,30.169,32.162,94.493,30.404,109.613,172.626,7.137,77.412,92.464,128.225,22.468,68.749,45.901,0,60.692,26.038,41.683,42.484,39,97.245,25.516,52.068,76.461,33.272,52.377,41.397,22.666,114.395,153.139,100.514,26.519,29.026,35.208,53.196,78.518,28.643,86.907,31.571,35.764,42.158,22.716,127.915,23.313,28.944,36.421,48.002,5.319,105.929,19.043,18.477,31.629,31.246,41.954,32.019,71.283,71.063,33.613,7.346,28.673,29.879,20.745,110.179,107.086,151.023,20.11,37.794,129.849,35.235,12.578,11.664,37.34,12.556,126.522,28.419,20.689,16.866,31.56,8.515,13.227,25.983,115.86,17.232,31.032,36.388,3.339,112.09,69.599,103.442,126.463, 
San Ildefonso Tultepec (Centro),95.21,101.882,144.372,96.771,51.355,88.319,90,198.89,191.082,76.169,81.356,122.037,127.104,91.446,133.529,194.522,86.735,240.253,59.641,88.449,88.788,81.723,153.112,89.023,168.232,231.245,56.769,134.485,140.271,186.844,79.541,127.368,104.52,60.692,0,84.56,100.205,101.006,97.522,155.767,78.88,105.432,134.983,91.794,98.278,94.761,72.208,172.917,211.661,146.415,85.041,74.927,93.73,10.094,131.882,87.165,145.429,81.113,94.286,100.68,81.238,173.816,37.692,87.466,89.785,51.576,65.985,151.83,77.565,71.841,90.151,44.365,55.073,90.541,117.184,124.427,92.135,70.018,81.806,85.777,74.109,156.08,165.608,174.555,73.474,91.158,188.371,88.416,65.942,72.33,90.704,65.92,185.044,86.941,69.137,75.388,90.082,60.791,74.773,84.505,161.761,75.754,89.554,58.431,58.196,170.612,115.5,149.343,184.985, 
Santa Ana la Ladera,36.118,77.703,120.193,41.804,39.133,5.497,22.219,174.711,116.87,15.774,26.389,97.858,29.467,30.463,109.35,120.31,10.251,166.041,29.95,14.02,14.559,48.134,48.831,13.2,94.02,157.033,30.765,79.518,116.092,112.632,19.516,53.156,23.91,26.038,84.56,0,25.645,35.497,21.118,57.38,15.013,24.638,25.874,16.196,76.894,23.562,31.926,74.983,113.273,125.031,11.972,53.543,19.17,77.713,78.339,5.163,44.337,37.46,9.105,35.171,15.728,133.022,47.83,20.23,36.242,72.519,26.548,130.446,13.927,20.743,11.225,55.763,66.471,5.981,95.8,70.884,17.575,22.606,11.069,7.795,29.406,139.254,67.674,111.157,26.252,25.995,98.206,56.55,27.812,33.438,27.907,33.871,86.656,12.074,44.076,11.205,8.744,33.032,15.778,13.383,113.296,8.968,15.156,60.905,27.855,97.248,94.116,132.517,86.597, 
San Felipe Santiago,61.03,93.348,151.349,66.716,54.778,30.409,47.131,207.084,115.446,44.177,51.301,113.503,51.468,7.944,124.995,118.886,36.221,164.617,45.595,13.526,11.972,27.089,77.476,15.12,92.596,155.609,46.41,104.43,131.737,111.208,44.428,51.732,28.884,41.683,100.205,25.645,0,8.226,22.04,80.286,39.705,47.217,59.502,17.98,91.386,48.255,23.451,97.436,136.18,139.523,36.664,68.035,8.655,92.205,131.747,22.09,69.948,27.493,22.574,15.481,20.519,155.929,62.322,10.135,60.935,87.011,41.04,166.382,39.104,54.283,16.412,70.255,80.963,30.673,110.292,95.577,10.096,37.098,35.761,32.488,56.551,162.161,90.127,134.064,55.916,50.688,112.89,71.041,48.384,33.005,52.6,48.362,109.563,13.71,58.567,34.592,18.371,47.524,30.269,16.955,136.203,31.954,13.751,75.397,42.347,95.131,108.608,155.424,109.504, 
San Lorenzo Malacota,77.482,94.149,136.639,79.043,55.579,38.459,55.737,191.157,123.496,44.978,63.628,114.304,59.518,7.123,125.796,126.936,37.022,172.667,46.396,21.576,20.022,16.065,85.526,23.17,100.646,163.659,47.211,116.757,132.538,119.258,53.034,59.782,36.934,42.484,101.006,35.497,8.226,0,30.091,88.337,47.756,55.268,67.553,26.031,89.52,56.306,21.896,105.487,144.231,137.657,42.38,66.169,16.706,90.339,139.798,30.141,77.999,16.469,30.625,5.75,18.965,163.98,60.456,16.419,70.362,85.145,36.996,143.072,37.239,52.418,24.463,68.389,79.097,38.724,108.426,105.004,18.147,35.233,43.812,40.539,54.686,147.322,98.178,142.115,54.051,58.739,120.941,69.176,46.519,31.45,60.651,46.497,117.614,21.761,56.702,32.727,26.422,45.658,23.414,24.175,144.254,30.089,21.941,73.531,40.481,103.182,106.742,140.585,117.555, 
San Lorenzo Toxico,54.173,90.665,137.564,59.859,52.095,23.551,40.274,193.299,101.661,41.494,44.444,110.82,23.814,30.802,122.312,105.101,33.538,150.832,42.912,10.009,10.887,48.473,63.691,8.074,78.811,141.824,43.727,130.269,129.054,97.423,37.571,37.947,7.031,39,97.522,21.118,22.04,30.091,0,64.203,36.637,29.349,21.182,4.703,89.175,33.573,39.08,81.353,120.097,137.312,33.596,65.824,15.379,89.994,115.664,19.897,53.865,44.238,19.506,36.749,28.079,139.846,60.111,18.8,57.867,84.8,38.829,150.299,36.893,52.073,9.893,68.044,78.752,27.605,108.081,92.509,13.223,34.887,32.693,29.42,54.341,146.078,74.044,117.981,53.706,47.62,96.807,68.831,46.174,45.719,49.532,46.152,93.48,11.85,56.357,32.382,16.284,45.313,28.059,15.874,120.12,29.744,13.231,73.186,40.136,79.048,106.397,139.341,93.421, 
San Felipe Santiago,42.49,148.91,73.926,51.128,110.34,54.974,54.129,129.661,38.023,65.072,50.055,98.004,32.114,89.047,88.282,41.463,91.783,87.194,101.157,68.254,69.133,106.718,23.527,70.135,31.782,93.04,101.972,66.631,81.12,25.881,60.369,42.72,49.07,97.245,155.767,57.38,80.286,88.337,64.203,0,64.041,41.434,51.245,68.766,82.133,45.207,98.426,14.501,59.67,107.788,64.096,125.17,74.725,149.34,55.237,79.243,16.775,103.584,78.852,96.095,87.425,79.419,119.457,78.146,55.244,144.146,98.175,89.872,96.239,67.608,72.902,127.39,138.098,56.72,113.694,65.655,72.569,94.233,63.193,59.569,113.687,85.651,24.231,57.554,75.281,47.91,54.763,74.369,105.52,105.065,50.467,105.498,33.053,71.196,115.703,91.728,75.63,104.659,87.405,75.22,59.693,89.09,72.577,132.532,99.482,51.589,104.794,78.914,32.994, 
Dolores Hidalgo,26.963,60.696,103.186,28.523,32.104,9.819,11.5,157.704,84.499,6.998,13.108,68.017,35.541,38.335,92.343,79.53,8.71,147.458,20.461,27.379,28.228,57.412,44.785,25.104,107.379,170.392,23.736,66.237,99.085,94.05,7.49,52.179,33.09,25.516,78.88,15.013,39.705,47.756,36.637,64.041,0,29.049,32.483,27.909,47.866,18.378,45.514,78.174,116.465,106.69,2.84,34.808,32.948,72.691,65.014,19.907,47.529,54.419,17.541,46.271,26.829,136.214,42.808,33.057,22.917,54.178,28.167,102.968,10.229,7.418,22.673,50.741,45.921,12.59,77.459,57.559,31.353,30.194,4.156,8.127,16.081,100.762,70.865,114.349,12.927,14.775,101.397,39.065,14.487,34.512,18.802,20.513,89.848,25.852,26.591,12.69,21.369,24.033,23.81,27.161,116.488,16.345,28.934,42.171,19.996,83.871,75.775,94.025,89.789, 
San Marcos de la Loma,26.466,87.248,111.583,44.873,58.656,22.232,22.607,167.318,75.68,33.55,34.294,80.161,12.76,52.209,125.939,79.12,36.66,124.851,47.013,34.891,35.74,69.88,22.772,32.616,46.199,123.921,50.288,69.398,118.777,71.443,28.847,32.058,25.891,52.068,105.432,24.638,47.217,55.268,29.349,41.434,29.049,0,13.362,35.876,61.215,10.671,62.434,49.289,87.58,135.698,29.56,62.626,40.915,100.509,83.147,29.534,18.644,67.592,25.507,60.103,41.389,107.329,70.626,41.975,28.941,81.996,55.985,117.782,40.592,35.236,30.64,78.559,73.739,19.932,105.277,61.402,39.32,48.267,28.657,25.033,43.899,113.561,41.98,85.464,40.745,21.243,72.512,53.451,42.305,62.33,24.666,48.331,60.963,33.819,54.409,37.879,29.335,51.851,41.439,35.128,87.603,34.629,36.901,69.989,47.814,54.986,103.593,106.824,60.904, 
Mextepec (Ex-Hacienda Mextepec),37.005,128.126,121.394,52.292,89.556,23.468,26.689,177.129,85.491,37.632,38.376,145.472,2.118,68.263,135.75,88.931,34.977,134.662,80.373,47.47,48.349,85.934,44.975,49.351,65.087,128.1,81.188,114.099,128.588,81.254,32.929,19.231,17.724,76.461,134.983,25.874,59.502,67.553,21.182,51.245,32.483,13.362,0,25.357,83.812,17.587,55.383,49.1,87.39,135.508,29.898,66.059,33.864,104.61,82.957,30.77,18.454,60.541,26.743,53.052,42.625,107.139,74.727,34.924,35.329,99.416,53.445,117.592,40.775,38.669,23.589,82.66,77.172,21.168,122.697,93.375,32.269,49.503,28.995,27.431,47.332,113.371,41.791,85.274,44.178,25.325,72.323,76.048,45.738,60.335,28.748,51.764,60.773,26.768,57.842,35.922,22.285,59.929,42.675,28.077,87.413,35.865,29.85,73.422,51.247,54.797,121.013,106.634,60.714, 
San Jernimo Ixtapantongo,49.516,84.937,138.915,55.202,46.367,18.894,35.617,194.65,103.012,35.766,39.787,105.092,27.95,23.323,116.584,106.452,27.81,152.183,37.184,6.263,6.716,42.745,65.042,3.609,80.162,143.175,37.999,92.916,123.326,98.774,32.914,39.298,11.734,33.272,91.794,16.196,17.98,26.031,4.703,68.766,27.909,35.876,25.357,0,83.512,37.444,33.416,86.33,125.074,131.649,25.853,60.161,11.448,84.331,120.641,12.847,58.842,38.574,11.763,31.085,22.415,144.823,54.448,13.812,50.124,79.137,33.166,155.276,31.23,34.625,5.813,62.381,73.089,19.862,102.418,84.766,9.853,29.224,24.95,21.677,48.677,151.055,79.021,122.958,48.042,39.877,101.784,63.167,40.51,40.056,41.789,40.488,98.457,4.8,50.693,26.718,8.541,39.65,22.395,7.712,125.097,24.08,8.738,67.523,34.473,84.025,100.734,144.318,98.398, 
Tlalpujahua de Rayn,35.054,19.569,67.549,17.86,45.839,55.998,52.502,122.067,63.067,44.908,37.129,33.847,84.429,83.131,56.706,58.098,53.803,122.404,50.39,80.134,80.473,84.273,62.877,80.708,99.978,169.683,47.541,44.804,63.448,89.171,42.261,119.053,96.205,52.377,98.278,76.894,91.386,89.52,89.175,82.133,47.866,61.215,83.812,83.512,0,54.682,73.43,97.572,93.456,71.468,48.654,29.14,83.828,91.341,43.023,77.263,63.204,82.335,84.384,90.778,71.336,84.553,61.458,77.564,39.768,20.457,56.083,69.023,67.663,41.471,80.249,69.391,40.252,57.025,42.237,35.568,82.233,60.116,48.592,52.563,33.138,66.817,90.263,74.068,35.821,45.108,120.795,9.611,39.696,62.428,40.687,34.51,71.386,77.039,30.534,65.486,80.18,50.889,64.871,74.603,72.498,65.852,79.652,36.502,48.294,108.572,40.553,60.08,66.423, 
San Antonio de las Huertas,22.252,76.577,115.356,37.539,47.985,17.131,11.936,171.091,79.453,22.879,23.623,75.186,20.189,53.247,129.712,82.893,25.989,128.624,36.342,35.929,36.778,70.918,25.951,33.654,56.706,132.757,39.617,64.423,122.55,75.216,18.176,36.826,30.115,41.397,94.761,23.562,48.255,56.306,33.573,45.207,18.378,10.671,17.587,37.444,54.682,0,62.836,59.796,98.087,123.838,18.889,51.956,41.317,89.839,62.194,28.276,29.151,67.994,25.909,60.505,37.541,117.836,59.956,42.377,20.577,71.326,45.315,128.289,29.921,24.566,31.042,67.889,63.069,15.001,94.607,54.74,39.722,47.342,17.986,14.362,33.229,124.068,52.487,95.971,30.075,10.573,83.019,49.072,31.635,51.66,13.996,37.661,71.47,34.221,43.739,27.208,29.738,41.181,38.328,35.53,98.11,30.863,37.303,59.319,37.144,65.493,92.923,117.331,71.411, 
Barrio Cuarto (La Loma),60.537,76.475,118.965,62.098,37.905,45.452,52.167,173.483,132.672,41.496,46.683,96.63,68.693,15.507,108.122,136.112,33.452,181.843,28.841,30.039,27.011,10.299,94.702,30.612,109.822,172.835,29.537,99.812,114.864,128.434,44.868,68.958,46.11,22.666,72.208,31.926,23.451,21.896,39.08,98.426,45.514,62.434,55.383,33.416,73.43,62.836,0,114.591,153.335,122.914,41.872,51.426,30.94,64.487,100.918,29.486,87.103,9.651,35.961,21.952,16.575,150.315,34.604,18.424,58.821,70.402,18.158,128.329,36.731,40.877,31.825,42.537,53.245,44.059,93.683,93.463,29.345,22.567,44.026,45.874,43.145,132.579,107.282,151.219,42.51,57.087,130.045,57.635,34.978,12.612,59.74,34.956,126.718,28.615,43.089,32.219,31.757,30.915,18.037,26.18,153.358,29.581,23.946,58.788,25.739,112.286,91.999,125.842,126.659, 
San Agustn de las Palmas (San Agustn),71.791,166.06,84.802,80.429,127.49,72.577,71.732,140.537,48.899,82.675,79.356,108.88,49.717,106.197,99.158,52.339,108.933,73.838,118.307,85.404,86.283,123.868,41.13,87.285,23.985,76.432,119.122,77.507,91.996,19.021,77.972,61.266,66.673,114.395,172.917,74.983,97.436,105.487,81.353,14.501,78.174,49.289,49.1,86.33,97.572,59.796,114.591,0,49.291,118.43,78.374,139.448,89.003,163.618,65.879,93.521,31.053,117.862,93.13,110.373,101.703,90.061,133.735,92.424,69.522,158.424,112.453,100.514,110.517,81.886,87.18,141.668,152.376,70.998,124.336,76.297,86.847,108.511,77.471,73.847,127.965,96.293,15.893,68.196,89.559,62.188,38.139,88.647,119.798,119.343,64.745,119.776,43.695,85.474,129.981,106.006,89.908,118.937,101.683,89.498,70.335,103.368,86.855,146.81,113.76,37.331,115.436,89.556,43.636, 
