LOCALIDADES,Escolsticas,Lagunillas,El Vegil,Esperanza,Victoria,La Venta de Ajuchitlancito,Alfajayucan,San Pedro de los Pozos (Mineral de Pozos),Guadalupe Septin,Puerto de Aguirre,El Tejocote,Colonia San Luis Rey,Bordo Blanco,San Antonio de la Cal,Fuentes de Balvanera,Los Rodrguez,Tolimn,Amexhe,El Castillo,El Palmar (Santa Mara del Palmar),Fuentezuelas,Obrajuelo,Tierra Blanca,Jess Mara,Galindo (San Jos Galindo),El Blanco,San Miguelito,Epigmenio Gonzlez (El Ahorcado),Ajuchitlancito,El Capuln,Tlaxcalilla,Colinas de Santa Cruz Segunda Seccin,El Cazadero,Visth,Atongo,La Gotera,Los Olvera,Santa Rosa Xajay,San Fandila,San Pablo Tolimn,San Juan del Llanito,San Bartolom Aguas Calientes,San Isidro Miranda,Montenegro,La Solana,Arcila,Santa Cruz,Bernal,Coroneo,Pie de Gallo,Buenavista,Chichimequillas,La Griega,La Fuente,La D,Colonia los ngeles,General Lzaro Crdenas (El Colorado),Tlacote el Bajo,El Salitre,La Piedad (San Miguel Colorado),Paso de Mata,San Clemente,Doctor Mora,Ajuchitln,La Llave,San Nicols,La Valla,Villa Progreso,Saldarriaga,Amazcala,La Estancia,La Lira,La Pradera,Misin de Chichimecas,El Sauz (Sauz Alto,Coln,Amealco de Bonfil,La Negreta,Santa Mara Magdalena,Pedro Escobedo,La Caada,San Pedro Mrtir,Juriquilla,Cadereyta de Montes,Ezequiel Montes,San Jos el Alto,Venceremos,San Jos de los Olvera,Santa Rosa Juregui,San Jos Iturbide,Tequisquiapan,San Luis de la Paz,San Miguel de Allende,El Pueblito,San Juan del Ro,Santiago de Quertaro, 
El Capuln,96.524,84.244,84.513,91.992,40.317,86.144,65.798,32.843,86.758,36.537,99.23,71.754,121.435,113.348,81.692,45.786,70.403,82.865,70.42,135.419,103.002,83.244,44.953,83.077,102.473,88.326,47.857,79.317,89.863,0,134.731,60.46,122.583,107.086,71.99,31.152,70.235,122.276,80.495,78.284,79.682,83.982,71.751,44.792,49.791,98.851,63.869,110.518,110.089,42.61,36.83,60.111,71.154,97.945,93.126,74.003,73.735,56.842,57.998,75.865,118.418,90.365,13.102,102.509,104.948,119.376,97.614,121.049,74.543,66.135,97.137,85.354,64.151,37.539,87.621,111.782,132.416,71.252,65.429,84.35,68.523,61.872,49.497,124.872,114.518,59.819,67.134,65.385,43.574,9.794,128.282,42.924,72.183,67.323,110.311,58.657, 
Tlaxcalilla,61.532,76.71,101.341,83.463,171.488,59.042,91.345,155.827,56.01,102.693,53.873,137.957,37.993,75.544,102.519,149.741,97.622,103.11,93.579,81.883,46.892,103.489,111.109,74.831,52.247,68.246,114.013,59.062,62.761,134.731,0,92.169,14.198,38.879,103.476,111.027,90.83,25.656,62.843,99.11,100.277,104.577,84.072,104.736,106.943,47.648,95.355,79.894,91.523,108.029,102.776,91.597,78.539,53.766,54.282,94.598,65.123,101.301,94.793,67.254,23.693,53.407,145.042,92.158,41.165,42.908,47.087,73.025,75.613,83.751,41.398,57.196,90.563,169.96,48.816,101.431,66.677,91.847,88.706,51.427,88.627,91.793,101.902,78.473,65.856,89.014,87.5,85.979,102.231,124.143,51.814,166.84,138.13,87.918,23.426,86, 
Colinas de Santa Cruz Segunda Seccin,48.014,34.147,34.686,50.712,97.217,44.865,45.043,81.556,45.478,29.566,57.95,63.826,80.155,72.068,21.614,75.47,94.146,20.759,7.7,94.139,61.722,13.067,27.795,33.956,61.194,47.046,18.611,38.038,41.044,60.46,92.169,0,81.637,66.14,41.819,36.97,19.144,81.329,37.537,88.767,28.591,32.891,20.66,20.087,22.294,57.904,33.698,69.551,58.998,27.782,28.726,31.259,33.146,56.999,52.179,22.912,29.607,10.158,10.139,29.567,77.471,49.419,70.986,61.542,64.002,78.429,56.668,80.082,24.256,35.964,56.191,44.407,20.195,95.904,46.674,70.815,91.469,20.161,4.988,43.404,18.236,0.716,15.506,83.905,73.551,13.841,16.043,14.294,17.582,50.087,87.335,92.784,64.08,16.232,69.364,8.37, 
El Cazadero,49.384,64.562,89.193,71.315,159.34,46.894,79.197,143.679,43.862,90.545,50.717,125.809,34.837,92.671,90.371,137.593,114.749,90.962,81.431,78.726,43.736,91.341,98.961,62.683,40.099,56.098,101.865,46.914,50.613,122.583,14.198,81.637,0,26.89,91.487,99.038,78.841,33.819,50.854,87.121,88.288,92.588,72.083,92.747,94.954,35.659,83.366,67.905,79.534,96.04,90.787,79.608,66.55,41.777,42.293,82.609,53.134,89.312,82.804,55.265,11.705,41.418,133.053,80.169,29.176,30.919,35.098,61.036,63.624,71.762,29.409,45.207,78.574,157.971,36.827,89.442,54.688,79.858,76.717,39.438,76.638,79.804,89.913,66.484,53.867,77.025,75.511,73.99,90.242,112.154,39.825,154.851,126.141,75.929,21.854,74.011, 
Visth,33.886,49.064,73.696,32.909,143.843,31.396,63.7,128.182,19.89,75.048,24.834,110.312,10.27,47.821,74.874,122.096,69.899,75.465,65.934,54.16,19.169,75.844,83.464,47.186,24.601,28.631,86.368,31.416,35.115,107.086,38.879,66.14,26.89,0,75.88,83.431,63.235,9.629,35.247,62.931,72.682,76.982,56.476,77.14,79.347,20.052,67.759,43.715,66.235,80.433,75.18,64.001,50.943,16.206,26.686,67.003,37.528,73.706,67.198,39.658,22.961,16.608,117.446,45.5,3.605,6.729,9.527,36.846,48.017,56.155,13.57,29.6,62.967,142.364,21.22,54.773,41.389,64.252,61.11,23.831,61.031,64.197,74.307,42.294,29.678,61.418,59.905,58.384,74.635,96.547,15.635,139.244,110.534,60.323,6.783,58.404, 
Atongo,66.552,54.418,65.972,30.771,108.747,56.172,3.411,93.086,56.786,29.106,47.525,75.216,70.951,50.562,67.462,87,56.334,68.053,58.522,72.632,51.3,68.432,21.872,26.162,72.501,36.624,51.273,36.377,46.422,71.99,103.476,41.819,91.487,75.88,0,38.347,60.738,82.371,40.59,64.574,70.185,74.485,53.979,28.303,32.497,58.946,15.3,46.503,117.357,38.668,34.079,17.214,17.51,45.657,53.221,64.506,35.031,49.747,46.85,29.772,78.513,50.461,76.339,34.558,65.044,79.471,52.213,57.034,25.406,12.491,57.233,45.449,36.96,101.257,47.716,26.679,92.511,61.755,58.613,44.446,44.984,48.15,38.349,60.857,50.503,45.371,57.408,55.887,31.959,55.44,66.783,98.137,69.433,57.826,70.406,42.357, 
La Gotera,74.103,61.822,62.091,69.571,67.909,63.723,39.399,52.248,64.337,14.115,76.809,49.333,99.014,90.927,59.27,46.162,113.005,60.443,47.998,112.998,80.581,60.822,18.555,60.656,80.052,65.905,25.435,56.896,67.442,31.152,111.027,36.97,99.038,83.431,38.347,0,52.393,104.434,62.653,111.892,61.84,66.14,53.91,17.478,31.95,81.009,30.225,92.676,92.247,24.769,18.988,21.393,37.511,80.103,75.284,56.161,55.893,39,40.157,58.023,100.576,72.523,40.712,84.667,87.106,101.534,79.772,103.207,56.701,32.492,79.295,67.512,46.31,65.63,69.779,93.94,114.574,53.41,47.587,66.508,50.681,44.03,31.656,107.03,96.676,41.978,49.292,47.543,25.732,19.813,110.44,62.51,54.341,49.481,92.469,40.815, 
Los Olvera,37.394,24.152,16.355,49.374,106.992,43.527,57.256,91.331,44.14,39.341,56.612,73.601,78.817,70.73,18.138,85.245,92.808,28.31,14.377,92.801,60.384,28.689,37.57,32.618,59.855,45.708,35.886,36.7,39.706,70.235,90.83,19.144,78.841,63.235,60.738,52.393,0,75.236,31.444,82.674,16.174,20.475,14.567,29.751,31.958,51.811,44.202,63.458,45.085,37.446,38.391,40.444,36.475,50.906,46.086,10.496,23.514,23.399,19.808,23.474,71.378,43.326,80.651,55.449,57.909,72.336,50.575,73.989,23.229,41.687,50.098,38.314,22.373,105.569,40.581,64.722,85.376,8.596,13.721,37.311,20.437,18.854,26.917,77.812,67.458,20.824,4.702,5.987,27.246,59.752,81.242,102.449,73.745,3.614,63.271,13.227, 
Santa Rosa Xajay,49.076,64.254,88.885,42.217,159.033,46.586,78.889,143.372,43.554,90.238,34.142,125.502,15.493,53.044,90.063,137.286,75.122,90.654,81.123,59.383,24.393,91.033,98.654,62.375,39.791,37.939,101.558,46.606,50.305,122.276,25.656,81.329,33.819,9.629,82.371,104.434,75.236,0,50.143,68.083,87.577,91.877,71.371,92.036,94.243,34.948,82.655,48.867,73.259,95.329,90.076,78.897,65.838,25.469,41.582,81.898,52.423,88.601,82.093,54.553,29.984,25.871,132.342,50.652,12.868,11.881,18.79,41.998,62.912,71.05,28.698,44.496,77.862,157.26,36.116,59.925,48.413,79.147,76.005,38.727,75.926,79.092,89.202,47.446,34.829,76.313,74.8,73.279,89.531,111.443,20.787,154.14,125.43,75.218,13.806,73.299, 
San Fandila,11.607,15.852,33.606,29.226,117.252,4.31,37.108,101.591,16.153,48.457,36.464,83.721,50.83,50.582,46.271,95.505,72.66,46.862,37.331,72.653,40.236,47.241,56.873,18.448,23.227,25.56,54.279,8.972,4.637,80.495,62.843,37.537,50.854,35.247,40.59,62.653,31.444,50.143,0,64.547,44.919,49.219,28.713,49.377,51.584,16.901,43.117,45.331,72.301,55.791,50.538,39.359,24.699,26.451,10.932,39.24,12.629,45.943,39.435,11.698,46.923,18.871,92.804,37.322,33.453,47.881,26.12,55.862,20.057,29.911,25.642,9,35.204,117.722,16.126,46.595,47.455,36.489,33.347,12.856,33.268,36.434,46.544,59.685,49.331,33.655,32.142,30.621,46.872,71.905,56.787,114.602,85.892,32.56,38.816,30.641, 
San Pablo Tolimn,82.459,84.019,96.323,59.31,70.792,72.079,61.986,150.83,72.693,97.696,41.802,132.96,54.033,16.341,97.501,144.744,8.528,98.092,88.561,46.188,58.543,98.471,80.747,62.399,88.408,55.644,109.016,59.733,75.798,78.284,99.11,88.767,87.121,62.931,64.574,111.892,82.674,68.083,64.547,0,95.228,99.528,79.022,99.687,101.894,83.989,71.884,19.216,142.4,102.98,97.727,86.548,59.205,51.822,78.264,89.549,60.074,96.252,89.744,62.205,103.556,64.816,78.646,31.263,66.156,56.893,58.129,40.077,63.302,64.417,82.276,70.492,85.513,164.911,72.759,36.636,117.554,86.798,83.656,69.489,83.577,86.743,96.853,34.263,34.14,83.964,82.451,80.93,97.182,119.094,49.751,161.791,133.081,82.869,67.094,80.95, 
San Juan del Llanito,56.123,35.261,27.464,58.821,116.439,52.974,66.703,100.778,53.587,48.788,66.059,83.048,88.264,80.177,3.575,94.692,102.255,22.84,12.139,102.248,69.831,12.083,47.017,42.065,69.302,55.155,34.155,46.147,49.153,79.682,100.277,28.591,88.288,72.682,70.185,61.84,16.174,87.577,44.919,95.228,0,8.145,26.892,39.884,42.091,64.136,56.839,75.783,52.479,47.579,48.524,51.056,48.8,63.231,58.411,6.042,35.839,21.732,29.941,35.799,83.703,55.651,90.784,67.774,70.234,84.661,62.9,86.314,33.331,54.012,62.423,50.639,35.01,115.702,52.906,77.047,97.701,11.126,18.286,49.636,33.074,18.419,37.05,90.137,79.783,29.589,17.565,14.993,37.379,69.885,93.567,112.582,83.878,12.723,75.596,23.36, 
San Bartolom Aguas Calientes,60.423,39.562,31.765,63.121,120.739,57.274,71.003,105.078,57.887,53.088,70.359,87.261,92.564,84.477,12.112,98.992,106.555,27.141,16.44,106.548,74.131,25.93,51.317,46.365,73.602,59.455,38.456,50.447,53.453,83.982,104.577,32.891,92.588,76.982,74.485,66.14,20.475,91.877,49.219,99.528,8.145,0,31.066,44.058,46.265,68.31,61.013,79.957,49.041,51.753,52.698,55.23,52.974,67.405,62.585,10.216,40.013,25.906,34.115,39.973,87.877,59.825,94.958,71.948,74.408,88.835,67.074,90.488,37.505,58.186,66.597,54.813,39.184,119.876,57.08,81.221,101.875,15.3,22.46,53.81,37.248,22.593,41.224,94.311,83.957,33.763,21.739,19.167,41.553,74.059,97.741,116.756,88.052,16.897,79.77,27.534, 
San Isidro Miranda,39.917,24.735,28.216,42.615,108.508,36.768,50.497,92.848,37.381,40.858,49.853,75.118,72.058,63.971,29.394,86.762,86.049,29.985,20.454,86.042,53.625,30.364,39.087,25.859,53.097,38.949,37.402,29.941,32.947,71.751,84.072,20.66,72.083,56.476,53.979,53.91,14.567,71.371,28.713,79.022,26.892,31.066,0,34.192,36.399,38.562,44.596,50.209,60.14,41.887,42.831,40.838,23.226,37.657,32.837,24.054,10.265,30.757,24.249,10.225,58.129,30.077,85.091,42.2,44.66,59.087,37.326,60.74,12.989,28.438,36.849,25.065,20.018,110.009,27.332,51.473,72.127,21.303,18.161,24.062,18.082,21.248,31.358,64.563,54.209,18.469,16.956,15.435,31.687,64.192,67.993,106.889,78.185,17.374,50.022,15.455, 
Montenegro,60.581,44.938,45.207,63.28,81.549,57.432,29.356,65.888,58.046,7.029,70.518,48.158,92.723,84.636,42.386,59.802,106.714,43.559,31.114,106.707,74.29,43.938,6.786,46.523,73.761,59.614,9.126,50.605,53.611,44.792,104.736,20.087,92.747,77.14,28.303,17.478,29.751,92.036,49.377,99.687,39.884,44.058,34.192,0,5.817,73.682,20.183,85.349,70.816,10.543,12.74,11.35,27.468,72.776,67.957,34.73,41.426,21.622,18.725,41.386,93.249,65.196,55,77.34,79.779,94.207,72.445,95.88,35.27,22.449,71.968,60.185,24.879,79.918,62.452,86.613,107.247,31.979,26.156,59.181,29.25,22.599,10.224,99.703,89.349,20.547,27.861,26.112,3.834,34.101,103.113,76.798,48.094,28.05,85.142,19.384, 
La Solana,62.788,47.145,47.414,65.487,86.548,59.639,33.55,70.888,60.253,12.494,72.725,53.158,94.93,86.843,44.593,64.802,108.921,45.766,33.321,108.914,76.497,46.145,10.98,48.73,75.968,61.821,15.442,52.812,55.818,49.791,106.943,22.294,94.954,79.347,32.497,31.95,31.958,94.243,51.584,101.894,42.091,46.265,36.399,5.817,0,71.766,24.376,83.413,72.859,17.402,18.347,15.543,31.661,70.861,66.041,36.773,43.469,23.665,20.769,43.429,91.333,63.281,60.607,75.404,77.864,92.291,70.53,93.944,37.313,26.642,70.053,58.269,26.922,85.525,60.536,84.677,105.331,34.022,28.199,57.266,31.293,24.642,12.267,97.767,87.413,22.59,29.904,28.155,7.173,39.708,101.197,82.405,53.701,30.093,83.226,21.427, 
Arcila,13.061,26.493,35.06,47.582,135.608,13.675,55.464,119.947,20.129,66.813,54.82,102.077,35.635,68.938,66.638,113.861,91.016,67.229,57.698,79.524,34.987,67.608,75.229,38.95,6.794,32.365,78.133,23.181,16.31,98.851,47.648,57.904,35.659,20.052,58.946,81.009,51.811,34.948,16.901,83.989,64.136,68.31,38.562,73.682,71.766,0,61.071,65.883,56.367,73.745,68.492,57.313,44.255,27.168,5.969,60.314,30.839,67.017,60.509,32.97,32.624,19.123,110.758,57.874,19.154,33.582,19.496,63.699,41.329,49.467,8.224,10.777,56.279,135.676,14.532,67.147,31.521,57.563,54.421,17.143,54.343,57.509,67.618,69.147,56.53,54.73,53.216,51.695,67.947,89.859,42.488,132.556,103.846,53.634,24.517,51.716, 
Santa Cruz,58.431,59.19,57.851,35.48,100.626,48.051,14.588,84.965,48.665,20.985,42.715,67.095,83.342,56.833,59.341,78.879,78.911,59.932,50.401,78.904,46.49,60.311,13.751,21.352,64.38,31.814,43.152,41.224,51.77,63.869,95.355,33.698,83.366,67.759,15.3,30.225,44.202,82.655,43.117,71.884,56.839,61.013,44.596,20.183,24.376,61.071,0,53.194,112.546,30.545,25.956,9.091,12.699,40.846,48.41,59.695,30.22,41.624,38.727,24.961,73.702,45.65,68.216,45.184,60.233,74.66,47.402,63.725,20.595,7.68,52.422,40.638,32.149,93.134,42.905,41.752,87.7,56.944,53.802,39.635,40.173,42.601,30.226,67.548,57.194,40.56,52.597,51.076,23.836,47.317,56.775,90.014,61.31,53.015,65.595,37.546, 
Bernal,63.243,64.803,77.107,40.094,89.17,52.863,54.522,131.614,53.477,78.48,22.586,113.744,34.817,4.165,78.285,125.528,26.243,78.876,69.345,26.972,39.327,79.255,61.531,43.183,69.192,36.428,89.8,40.517,56.582,110.518,79.894,69.551,67.905,43.715,46.503,92.676,63.458,48.867,45.331,19.216,75.783,79.957,50.209,85.349,83.413,65.883,53.194,0,123.184,83.764,78.511,67.332,39.989,32.605,59.048,70.333,40.858,77.036,70.528,42.989,84.34,45.6,120.777,12.046,46.94,37.677,38.912,20.861,44.086,45.201,63.06,51.276,66.297,145.695,53.543,21.319,98.338,67.582,64.44,50.273,64.361,67.527,77.637,15.047,14.924,64.748,63.235,61.714,77.966,99.878,30.535,142.575,113.865,63.653,47.878,61.734, 
Coroneo,42.048,44.174,35.443,105.993,146.846,69.076,113.875,131.185,78.54,79.195,113.231,113.455,73.946,127.349,54.981,125.099,149.427,61.921,51.22,117.835,82.845,60.71,77.424,72.472,54.111,90.776,75.74,81.592,49.801,110.089,91.523,58.998,79.534,66.235,117.357,92.247,45.085,73.259,72.301,142.4,52.479,49.041,60.14,70.816,72.859,56.367,112.546,123.184,0,77.977,78.922,81.454,101.985,84.898,61.596,46.861,66.236,59.764,60.339,90.7,71.705,76.853,121.182,115.604,66.643,72.663,72.565,102.78,63.728,107.197,64.844,51.173,65.407,146.1,72.263,124.877,25.181,43.712,54.252,74.873,63.471,59.385,67.448,108.228,95.611,59.986,48.65,45.391,67.777,100.283,81.569,142.98,114.276,43.121,63.598,53.758, 
Pie de Gallo,71.105,52.633,52.902,66.573,79.367,60.725,39.721,63.706,61.339,11.124,73.811,41.61,96.016,87.929,50.081,54.471,110.007,51.254,38.809,110,77.583,51.633,17.151,54.218,77.054,62.907,8.008,53.898,64.444,42.61,108.029,27.782,96.04,80.433,38.668,24.769,37.446,95.329,55.791,102.98,47.579,51.753,41.887,10.543,17.402,73.745,30.545,83.764,77.977,0,6.024,21.797,44.952,71.743,66.924,40.303,47.533,21.009,24.298,49.663,92.216,64.163,53.92,76.307,78.746,93.174,71.412,94.847,40.843,39.933,70.935,59.152,30.452,78.839,61.419,85.58,106.214,37.552,31.729,58.148,34.823,28.172,15.797,98.67,88.316,26.12,33.434,31.685,8.564,33.021,102.08,75.719,42.225,33.623,84.109,24.957, 
Buenavista,65.852,53.578,53.847,61.32,73.587,55.472,35.132,57.926,56.086,5.871,68.558,35.683,90.763,82.676,51.026,48.544,104.754,52.199,39.754,104.747,72.33,52.578,14.287,52.405,71.801,57.654,12.91,48.645,59.191,36.83,102.776,28.726,90.787,75.18,34.079,18.988,38.391,90.076,50.538,97.727,48.524,52.698,42.831,12.74,18.347,68.492,25.956,78.511,78.922,6.024,0,28.597,39.64,66.431,61.612,42.629,42.221,25.468,26.624,44.351,86.904,58.851,48.608,70.995,73.434,87.862,66.1,89.535,43.169,34.621,65.623,53.84,32.778,73.527,56.107,80.268,100.902,39.878,34.055,52.836,37.149,30.498,18.123,93.358,83.004,28.973,35.76,34.011,12.2,27.709,96.768,70.407,36.297,35.949,78.797,27.283, 
Chichimequillas,54.673,55.432,56.379,50.141,96.868,44.293,18.266,81.207,44.907,12.152,57.379,63.337,79.584,71.497,53.558,75.121,93.575,54.731,42.286,93.568,61.151,55.11,4.918,25.03,60.622,46.475,20.298,37.466,48.012,60.111,91.597,31.259,79.608,64.001,17.214,21.393,40.444,78.897,39.359,86.548,51.056,55.23,40.838,11.35,15.543,57.313,9.091,67.332,81.454,21.797,28.597,0,16.378,44.525,52.089,45.901,33.899,32.793,29.896,28.64,77.381,49.329,59.385,48.863,63.912,78.339,51.081,67.404,24.274,11.359,56.101,44.317,36.05,84.303,46.584,43.667,91.379,43.15,37.327,43.314,40.421,33.77,21.395,71.227,60.873,31.718,39.032,37.283,15.005,38.486,60.454,81.183,52.479,39.221,69.274,30.555, 
La Griega,35.903,36.929,50.124,22.801,107.911,31.235,13.264,92.25,31.849,28.27,30.036,74.38,47.747,44.154,51.302,86.164,66.232,51.893,42.362,66.225,33.811,52.272,21.036,8.673,47.564,19.135,50.437,18.888,28.933,71.154,78.539,33.146,66.55,50.943,17.51,37.511,36.475,65.838,24.699,59.205,48.8,52.974,23.226,27.468,31.661,44.255,12.699,39.989,101.985,44.952,39.64,16.378,0,27.776,35.34,41.017,15.284,47.72,31.949,12.408,60.632,32.58,75.482,32.114,47.163,61.59,34.332,50.655,8.042,5.212,39.352,27.568,19.596,100.4,29.835,28.993,74.63,38.266,35.124,26.565,27.62,30.786,35.231,54.478,44.124,28.007,33.919,32.398,31.102,54.583,43.705,97.28,90.157,34.337,52.525,24.993, 
La Fuente,28.661,39.924,64.555,17.015,134.702,22.256,42.174,119.041,10.53,65.907,9.189,101.171,25.375,36.771,65.733,112.955,58.849,66.324,56.793,59.728,8.714,66.703,49.183,30.835,30.477,12.737,77.227,13.783,25.975,97.945,53.766,56.999,41.777,16.206,45.657,80.103,50.906,25.469,26.451,51.822,63.231,67.405,37.657,72.776,70.861,27.168,40.846,32.605,84.898,71.743,66.431,44.525,27.776,0,22.758,57.911,28.436,64.614,58.106,30.567,37.946,8.633,108.355,23.699,12.808,22.637,6.891,39.626,31.815,32.93,24.014,19.369,53.875,133.273,17.039,32.972,59.838,55.16,52.018,14.74,51.939,55.105,65.215,45.074,32.458,52.326,50.813,49.292,65.544,87.456,18.504,130.153,101.443,51.231,21.768,49.312, 
La D,7.092,20.524,29.091,29.269,129.883,7.706,49.739,114.222,12.755,61.088,49.095,96.352,42.269,63.213,60.913,108.136,85.291,61.504,51.973,85.284,31.472,61.883,69.504,28.978,12.295,24.991,72.408,17.456,10.341,93.126,54.282,52.179,42.293,26.686,53.221,75.284,46.086,41.582,10.932,78.264,58.411,62.585,32.837,67.957,66.041,5.969,48.41,59.048,61.596,66.924,61.612,52.089,35.34,22.758,0,50.734,21.258,57.437,50.929,22.228,38.126,15.15,101.177,48.293,24.656,39.084,24.998,69.201,30.587,39.886,13.726,4.808,46.698,126.095,9.849,57.566,36.524,47.983,44.841,9.134,44.762,47.928,58.038,70.656,62.032,45.149,43.636,42.115,58.366,80.278,47.99,122.975,94.265,44.054,30.019,42.135, 
Colonia los ngeles,50.444,29.583,21.786,53.142,110.76,47.295,61.024,95.099,47.908,43.109,60.38,77.369,82.585,74.498,8.544,89.013,96.576,17.162,6.461,96.569,64.152,15.951,41.338,36.386,63.623,49.476,28.477,40.468,43.474,74.003,94.598,22.912,82.609,67.003,64.506,56.161,10.496,81.898,39.24,89.549,6.042,10.216,24.054,34.73,36.773,60.314,59.695,70.333,46.861,40.303,42.629,45.901,41.017,57.911,50.734,0,30.133,16.026,24.235,30.093,77.997,49.945,85.078,62.068,64.528,78.955,57.194,80.608,27.625,48.306,56.717,44.933,29.304,109.996,47.2,71.341,91.995,5.42,12.58,43.93,27.368,12.713,31.344,84.431,74.077,23.883,11.858,9.287,31.673,64.179,87.861,106.876,78.172,7.017,69.89,17.654, 
General Lzaro Crdenas (El Colorado),23.834,24.859,37.163,23.667,110.492,17.819,31.549,94.831,18.433,41.698,30.905,76.961,53.11,45.023,38.341,88.745,67.101,38.932,29.401,67.094,34.677,39.311,48.034,10.653,34.148,20.001,46.349,10.992,16.864,73.735,65.123,29.607,53.134,37.528,35.031,55.893,23.514,52.423,12.629,60.074,35.839,40.013,10.265,41.426,43.469,30.839,30.22,40.858,66.236,47.533,42.221,33.899,15.284,28.436,21.258,30.133,0,43.129,36.621,9.082,47.864,19.812,84.018,31.935,34.395,48.822,27.061,50.475,17.441,23.528,26.584,14.801,32.391,108.936,17.067,41.208,61.862,33.675,30.533,13.797,30.455,33.621,43.73,54.298,43.944,31.403,29.328,27.807,44.059,63.119,57.728,105.816,77.106,29.746,39.757,27.828, 
Tlacote el Bajo,57.147,41.503,34.689,59.845,93.599,53.998,50.8,77.938,54.611,25.948,67.083,60.208,89.288,81.201,24.234,71.852,103.279,23.379,10.32,103.272,70.855,15.687,28.23,43.089,70.326,56.179,12.338,47.171,50.177,56.842,101.301,10.158,89.312,73.706,49.747,39,23.399,88.601,45.943,96.252,21.732,25.906,30.757,21.622,23.665,67.017,41.624,77.036,59.764,21.009,25.468,32.793,47.72,64.614,57.437,16.026,43.129,0,21.12,38.691,86.595,58.543,72.141,70.666,73.126,87.553,65.792,89.206,37.664,43.68,65.315,53.531,27.078,97.059,55.798,79.939,100.593,18.959,14.19,52.528,31.644,11.459,12.986,93.029,82.675,22.746,22.684,23.064,14.574,51.242,96.459,93.939,65.235,20.794,78.488,21.778, 
El Salitre,50.639,34.995,35.264,53.337,94.755,47.49,45.83,79.094,48.103,27.104,60.575,61.364,82.78,74.693,32.443,73.008,96.771,33.616,21.171,96.764,64.347,33.995,25.333,36.581,63.818,49.671,18.865,40.663,43.669,57.998,94.793,10.139,82.804,67.198,46.85,40.157,19.808,82.093,39.435,89.744,29.941,34.115,24.249,18.725,20.769,60.509,38.727,70.528,60.339,24.298,26.624,29.896,31.949,58.106,50.929,24.235,36.621,21.12,0,30.705,78.609,50.557,64.395,62.68,65.14,79.567,57.806,81.22,24.589,33.432,57.329,45.545,16.83,89.313,47.812,71.953,92.607,21.298,15.475,44.542,18.569,10.503,8.916,85.043,74.689,7.253,17.18,15.431,10.991,43.496,88.473,86.193,57.489,17.369,70.502,8.703, 
La Piedad (San Miguel Colorado),22.902,23.928,37.123,25.798,112.622,19.95,26.289,96.961,20.564,43.828,33.036,79.091,55.24,47.154,38.301,90.875,69.232,38.892,29.361,69.225,36.808,39.271,47.994,7.777,36.279,22.132,46.309,13.123,15.932,75.865,67.254,29.567,55.265,39.658,29.772,58.023,23.474,54.553,11.698,62.205,35.799,39.973,10.225,41.386,43.429,32.97,24.961,42.989,90.7,49.663,44.351,28.64,12.408,30.567,22.228,30.093,9.082,38.691,30.705,0,51.723,23.671,87.877,35.794,38.254,52.681,30.92,54.334,8.471,19.237,30.443,18.66,25.555,112.795,20.926,45.067,65.721,26.84,23.698,17.656,23.619,26.785,36.895,58.157,47.803,24.006,22.493,20.972,37.223,66.978,61.587,109.675,80.965,22.911,43.616,20.992, 
Paso de Mata,45.218,60.396,85.027,67.149,155.175,42.728,75.031,139.514,39.696,86.38,46.551,121.644,30.671,88.505,86.205,133.428,110.583,86.796,77.265,74.56,39.57,87.175,94.796,58.517,35.933,51.932,97.7,42.748,46.447,118.418,23.693,77.471,11.705,22.961,78.513,100.576,71.378,29.984,46.923,103.556,83.703,87.877,58.129,93.249,91.333,32.624,73.702,84.34,71.705,92.216,86.904,77.381,60.632,37.946,38.126,77.997,47.864,86.595,78.609,51.723,0,34.082,125.717,72.833,21.84,23.583,27.762,53.7,56.288,64.426,22.073,37.871,71.238,150.635,29.491,82.106,47.352,72.522,69.381,32.102,69.302,72.468,82.577,59.148,46.531,69.689,68.175,66.654,82.906,104.818,32.489,147.515,118.805,68.593,14.518,66.675, 
San Clemente,21.081,32.344,56.975,17.544,127.122,14.676,46.979,111.461,4.507,58.327,17.821,93.591,26.557,49.765,58.153,105.375,71.843,58.744,49.213,68.36,17.347,59.123,66.743,30.465,22.432,13.266,69.647,13.918,18.395,90.365,53.407,49.419,41.418,16.608,50.461,72.523,43.326,25.871,18.871,64.816,55.651,59.825,30.077,65.196,63.281,19.123,45.65,45.6,76.853,64.163,58.851,49.329,32.58,8.633,15.15,49.945,19.812,58.543,50.557,23.671,34.082,0,100.775,37.53,13.21,23.039,8.497,48.259,31.346,39.484,16.515,11.789,46.295,125.693,8.994,46.803,51.793,47.58,44.438,7.16,44.359,47.525,57.635,53.707,41.091,44.746,43.233,41.712,57.964,79.876,27.137,122.573,93.863,43.651,29.688,41.732, 
