43,70,17.278,-96.8,16.929,-96.605,0
43,125,17.278,-96.8,16.761,-96.721,0
43,177,17.278,-96.8,16.836,-96.728,0
43,210,17.278,-96.8,17.011,-96.542,0
43,278,17.278,-96.8,16.727,-96.472,0
43,327,17.278,-96.8,17.331,-96.486,0
43,363,17.278,-96.8,16.994,-96.431,0
43,366,17.278,-96.8,17.063,-96.817,0
43,369,17.278,-96.8,16.888,-96.769,0
43,407,17.278,-96.8,17.055,-96.068,0
43,414,17.278,-96.8,16.78,-96.03,0
43,440,17.278,-96.8,17.02,-96.418,0
43,448,17.278,-96.8,17.241,-96.822,0
43,457,17.278,-96.8,16.685,-96.685,0
43,459,17.278,-96.8,16.946,-95.712,0
43,479,17.278,-96.8,16.538,-96.674,0
43,616,17.278,-96.8,16.955,-96.545,0
43,681,17.278,-96.8,16.661,-96.002,0
43,753,17.278,-96.8,16.782,-96.58,0
43,905,17.278,-96.8,17.068,-96.673,0
43,912,17.278,-96.8,17.023,-96.596,0
43,955,17.278,-96.8,16.795,-96.304,0
43,973,17.278,-96.8,17.169,-96.824,0
43,995,17.278,-96.8,16.864,-96.381,0
43,1003,17.278,-96.8,17.095,-96.063,0
43,1042,17.278,-96.8,16.991,-96.715,0
43,1078,17.278,-96.8,16.738,-96.682,0
43,1119,17.278,-96.8,17.674,-96.131,0
43,1126,17.278,-96.8,16.802,-96.718,0
43,1158,17.278,-96.8,17.15,-96.757,0
43,1185,17.278,-96.8,17.163,-95.787,0
43,1189,17.278,-96.8,17.189,-96.764,0
43,1190,17.278,-96.8,17.078,-96.679,0
43,1284,17.278,-96.8,16.686,-96.845,0
43,1291,17.278,-96.8,17.181,-96.827,0
43,1298,17.278,-96.8,16.973,-95.764,0
43,1334,17.278,-96.8,17.802,-96.961,0
43,1375,17.278,-96.8,16.909,-96.725,0
43,1387,17.278,-96.8,16.954,-96.707,0
43,1547,17.278,-96.8,16.905,-96.56,0
43,1552,17.278,-96.8,16.802,-96.44,0
43,1571,17.278,-96.8,17.096,-96.682,0
43,1582,17.278,-96.8,17.03,-96.521,0
43,1591,17.278,-96.8,17.151,-96.783,0
43,1664,17.278,-96.8,17.059,-96.675,0
